l_FullName,r_FullName,w_FullName,l_win,r_win,l_seniority,l_w/l_ratio,l_height_dif_cm,l_weight_dif_lb,l_reach_dif_cm,l_total_fights_dif,l_stance_pair,r_seniority,r_w/l_ratio,r_height_dif_cm,r_weight_dif_lb,r_reach_dif_cm,r_total_fights_dif,r_stance_pair,weight_class
Diego Ferreira,Gregor Gillespie,Gregor Gillespie,0,1,2,3.6,5.080002,0,7.62001,8,Orthodox vs Orthodox,-2,14,-5.080002,0,-7.62001,-8,Orthodox vs Orthodox,Lightweight
Diego Ferreira,Rustam Khabilov,Diego Ferreira,1,0,2,3.6,2.539993,0,2.540009,-5,Orthodox vs Orthodox,-2,6,-2.539993,0,-2.540009,5,Orthodox vs Orthodox,Lightweight
Diego Lopes,Gavin Tucker,Diego Lopes,1,0,-9,3.666667,12.7,0,15.24001,12,Orthodox vs Southpaw,9,4.333333,-12.7,0,-15.24001,-12,Southpaw vs Orthodox,Featherweight
Diego Nunes,Bart Palaszewski,Diego Nunes,1,0,0,2.714286,-7.619995,0,-7.62001,-27,Orthodox vs Orthodox,0,2.117647,7.619995,0,7.62001,27,Orthodox vs Orthodox,Featherweight
Diego Nunes,Dennis Siver,Dennis Siver,0,1,-4,2.714286,0,0,-7.62001,-8,Orthodox vs Orthodox,4,2.090909,0,0,7.62001,8,Orthodox vs Orthodox,Featherweight
Diego Rivas,Rodolfo Rubio Perez,Diego Rivas,1,0,-5,5,7.619995,0,,-14,Orthodox vs Orthodox,5,0.625,-7.619995,0,,14,Orthodox vs Orthodox,Featherweight
Diego Sanchez,Paulo Thiago,Diego Sanchez,1,0,-1,2.384615,-2.539993,0,-5.080002,17,Southpaw vs Orthodox,1,2,2.539993,0,5.080002,-17,Orthodox vs Southpaw,Welterweight
Diego Sanchez,Joe Stevenson,Diego Sanchez,1,0,1,2.384615,7.62001,25,5.080002,-5,Southpaw vs Orthodox,-1,2.0625,-7.62001,-25,-5.080002,5,Orthodox vs Southpaw,Lightweight
Diego Sanchez,Craig White,Diego Sanchez,1,0,8,2.384615,-10.16,0,-10.15999,21,Southpaw vs Orthodox,-8,1.555556,10.16,0,10.15999,-21,Orthodox vs Southpaw,Welterweight
Diego Saraiva,Jeremy Stephens,Jeremy Stephens,0,1,4,1.1,-7.619995,10,,-5,Orthodox vs Orthodox,-4,1.473684,7.619995,-10,,5,Orthodox vs Orthodox,Lightweight
Dieusel Berto,Geza Kalman,Geza Kalman,0,1,,0,-10.16,0,,-10," vs ",,0.4444444,10.16,0,,10," vs ",Open Weight
Dileno Lopes,Reginaldo Vieira,Reginaldo Vieira,0,1,-2,6.333333,-5.079987,0,,4," vs Orthodox",2,2.6,5.079987,0,,-4,"Orthodox vs ",Bantamweight
Din Thomas,Caol Uno,Caol Uno,0,1,-2,2.888889,5.080002,0,,-17,Orthodox vs Southpaw,2,1.736842,-5.080002,0,,17,Southpaw vs Orthodox,Lightweight
Dokonjonosuke Mishima,Joe Stevenson,Joe Stevenson,0,1,10,3,0,10,,-21,Southpaw vs Orthodox,-10,2.0625,0,-10,,21,Orthodox vs Southpaw,Lightweight
Dominick Cruz,Cody Garbrandt,Cody Garbrandt,0,1,6,6,0,0,7.619995,10,Orthodox vs Orthodox,-6,2.6,0,0,-7.619995,-10,Orthodox vs Orthodox,Bantamweight
Dominick Cruz,Urijah Faber,Dominick Cruz,1,0,-6,6,5.080002,0,2.540009,-18,Orthodox vs Orthodox,6,3.181818,-5.080002,0,-2.540009,18,Orthodox vs Orthodox,Bantamweight
Dominick Cruz,TJ Dillashaw,Dominick Cruz,1,0,1,6,5.080002,0,2.540009,5,Orthodox vs Orthodox,-1,3.6,-5.080002,0,-2.540009,-5,Orthodox vs Orthodox,Bantamweight
Dominick Cruz,Takeya Mizugaki,Dominick Cruz,1,0,-1,6,2.540009,0,-2.539993,-4,Orthodox vs Orthodox,1,1.909091,-2.540009,0,2.539993,4,Orthodox vs Orthodox,Bantamweight
Dominick Cruz,Urijah Faber,Dominick Cruz,1,0,-6,6,5.080002,0,2.540009,-18,Orthodox vs Orthodox,6,3.181818,-5.080002,0,-2.540009,18,Orthodox vs Orthodox,Bantamweight
Dominick Cruz,Marlon Vera,Marlon Vera,0,1,8,6,0,0,-5.080002,-1,Orthodox vs Switch,-8,2.625,0,0,5.080002,1,Switch vs Orthodox,Bantamweight
Dominick Cruz,Demetrious Johnson,Dominick Cruz,1,0,1,6,12.7,10,5.080002,-2,Orthodox vs Orthodox,-1,9,-12.7,-10,-5.080002,2,Orthodox vs Orthodox,Bantamweight
Dominick Cruz,Pedro Munhoz,Dominick Cruz,1,0,1,6,5.080002,0,7.619995,0,Orthodox vs Orthodox,-1,2.5,-5.080002,0,-7.619995,0,Orthodox vs Orthodox,Bantamweight
Dominick Cruz,Casey Kenney,Dominick Cruz,1,0,6,6,2.540009,0,0,8,Orthodox vs Southpaw,-6,4,-2.540009,0,0,-8,Southpaw vs Orthodox,Bantamweight
Dominick Reyes,Chris Weidman,Dominick Reyes,1,0,-6,3,5.079987,20,-2.539993,-6,Southpaw vs Orthodox,6,2.142857,-5.079987,-20,2.539993,6,Orthodox vs Southpaw,Light Heavyweight
Dominick Reyes,Ovince Saint Preux,Dominick Reyes,1,0,-7,3,2.539993,0,-7.619995,-27,Southpaw vs Southpaw,7,1.529412,-2.539993,0,7.619995,27,Southpaw vs Southpaw,Light Heavyweight
Dominick Reyes,Ryan Spann,Ryan Spann,0,1,1,3,-2.540009,0,-5.080002,-14,Southpaw vs Orthodox,-1,2.333333,2.540009,0,5.080002,14,Orthodox vs Southpaw,Light Heavyweight
Don Frye,Mark Hall,Don Frye,1,0,,2.222222,2.539993,29,,18,Orthodox vs Orthodox,,0.8333333,-2.539993,-29,,-18,Orthodox vs Orthodox,Open Weight
Don Frye,Brian Johnston,Don Frye,1,0,,2.222222,-5.080002,-11,,19,Orthodox vs Orthodox,,1,5.080002,11,,-19,Orthodox vs Orthodox,Open Weight
Don Frye,Gary Goodridge,Don Frye,1,0,1,2.222222,-5.080002,-30,,-16,Orthodox vs Orthodox,-1,1.045455,5.080002,30,,16,Orthodox vs Orthodox,Open Weight
Don Frye,Mark Hall,Don Frye,1,0,,2.222222,2.539993,29,,18,Orthodox vs Orthodox,,0.8333333,-2.539993,-29,,-18,Orthodox vs Orthodox,Open Weight
Don Frye,Gary Goodridge,Don Frye,1,0,0,2.222222,-5.080002,-30,,-16,Orthodox vs Orthodox,0,1.045455,5.080002,30,,16,Orthodox vs Orthodox,
Don Frye,Thomas Ramirez,Don Frye,1,0,,2.222222,0,-191,,28,Orthodox vs Sideways,,0,0,191,,-28,Sideways vs Orthodox,Open Weight
Don Madge,Fares Ziam,Don Madge,1,0,6,3,-2.539993,0,-7.619995,-6,Southpaw vs Orthodox,-6,3.5,2.539993,0,7.619995,6,Orthodox vs Southpaw,Lightweight
Don Shainis,Sodiq Yusuff,Sodiq Yusuff,0,1,3,2.4,-7.619995,0,-10.16,2,Orthodox vs Orthodox,-3,6.5,7.619995,0,10.16,-2,Orthodox vs Orthodox,Featherweight
"Don'Tale Mayes",Augusto Sakai,Augusto Sakai,0,1,0,2,7.619995,-5,10.16,-6,Orthodox vs Orthodox,0,3.2,-7.619995,5,-10.16,6,Orthodox vs Orthodox,Heavyweight
"Don'Tale Mayes",Josh Parisian,"Don'Tale Mayes",1,0,-3,2,5.080002,-5,5.080002,-7,Orthodox vs Orthodox,3,2.142857,-5.080002,5,-5.080002,7,Orthodox vs Orthodox,Heavyweight
"Don'Tale Mayes",Rodrigo Nascimento,Rodrigo Nascimento,0,1,1,2,10.15999,14,2.540009,5,Orthodox vs Orthodox,-1,9,-10.15999,-14,-2.540009,-5,Orthodox vs Orthodox,Heavyweight
Donald Cerrone,Tony Ferguson,Tony Ferguson,0,1,1,2.117647,5.080002,0,-7.619995,18,Orthodox vs Orthodox,-1,2.888889,-5.080002,0,7.619995,-18,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Nate Diaz,Nate Diaz,0,1,2,2.117647,2.539993,-15,-7.619995,18,Orthodox vs Southpaw,-2,1.692308,-2.539993,15,7.619995,-18,Southpaw vs Orthodox,Lightweight
Donald Cerrone,Justin Gaethje,Justin Gaethje,0,1,6,2.117647,5.080002,0,7.619995,24,Orthodox vs Orthodox,-6,6.25,-5.080002,0,-7.619995,-24,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Yancy Medeiros,Donald Cerrone,1,0,4,2.117647,7.619995,0,-5.080002,30,Orthodox vs Orthodox,-4,1.875,-7.619995,0,5.080002,-30,Orthodox vs Orthodox,Welterweight
Donald Cerrone,Anthony Pettis,Anthony Pettis,0,1,4,2.117647,7.619995,0,2.539993,19,Orthodox vs Orthodox,-4,2.4,-7.619995,0,-2.539993,-19,Orthodox vs Orthodox,Welterweight
Donald Cerrone,Paul Kelly,Donald Cerrone,1,0,1,2.117647,10.16,0,7.619995,34,Orthodox vs Orthodox,-1,2.8,-10.16,0,-7.619995,-34,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Mike Perry,Donald Cerrone,1,0,8,2.117647,7.619995,-15,5.080002,31,Orthodox vs Orthodox,-8,1.75,-7.619995,15,-5.080002,-31,Orthodox vs Orthodox,Welterweight
Donald Cerrone,Leon Edwards,Leon Edwards,0,1,9,2.117647,-2.540009,-15,-2.540009,29,Orthodox vs Southpaw,-9,7,2.540009,15,2.540009,-29,Southpaw vs Orthodox,Welterweight
Donald Cerrone,Rafael Dos Anjos,Rafael Dos Anjos,0,1,2,2.117647,12.7,-15,7.619995,6,Orthodox vs Southpaw,-2,2.133333,-12.7,15,-7.619995,-6,Southpaw vs Orthodox,Lightweight
Donald Cerrone,Jeremy Stephens,Donald Cerrone,1,0,4,2.117647,10.16,10,5.080002,6,Orthodox vs Orthodox,-4,1.473684,-10.16,-10,-5.080002,-6,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Darren Till,Darren Till,0,1,10,2.117647,2.539993,-30,-2.540009,30,Orthodox vs Southpaw,-10,3.6,-2.539993,30,2.540009,-30,Southpaw vs Orthodox,Welterweight
Donald Cerrone,Rafael Dos Anjos,Rafael Dos Anjos,0,1,1,2.117647,12.7,-15,7.619995,6,Orthodox vs Southpaw,-1,2.133333,-12.7,15,-7.619995,-6,Southpaw vs Orthodox,Lightweight
Donald Cerrone,Jim Miller,Jim Miller,0,1,1,2.117647,12.7,0,5.080002,0,Orthodox vs Southpaw,-1,2.117647,-12.7,0,-5.080002,0,Southpaw vs Orthodox,Welterweight
Donald Cerrone,Evan Dunham,Donald Cerrone,1,0,-1,2.117647,7.619995,0,7.619995,26,Orthodox vs Southpaw,1,2,-7.619995,0,-7.619995,-26,Southpaw vs Orthodox,Lightweight
Donald Cerrone,John Makdessi,Donald Cerrone,1,0,2,2.117647,12.7,0,12.7,26,Orthodox vs Orthodox,-2,2,-12.7,0,-12.7,-26,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Dennis Siver,Donald Cerrone,1,0,-4,2.117647,17.78,10,7.619995,19,Orthodox vs Orthodox,4,2.090909,-17.78,-10,-7.619995,-19,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Conor McGregor,Conor McGregor,0,1,5,2.117647,10.16,0,-2.540009,25,Orthodox vs Southpaw,-5,3.666667,-10.16,0,2.540009,-25,Southpaw vs Orthodox,Welterweight
Donald Cerrone,Anthony Pettis,Anthony Pettis,0,1,4,2.117647,7.619995,0,2.539993,19,Orthodox vs Orthodox,-4,2.4,-7.619995,0,-2.539993,-19,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Robbie Lawler,Robbie Lawler,0,1,-1,2.117647,5.080002,-15,-2.540009,7,Orthodox vs Southpaw,1,1.875,-5.080002,15,2.540009,-7,Southpaw vs Orthodox,Welterweight
Donald Cerrone,Alex Oliveira,Donald Cerrone,1,0,4,2.117647,5.080002,-15,-7.619995,19,Orthodox vs Orthodox,-4,1.833333,-5.080002,15,7.619995,-19,Orthodox vs Orthodox,Welterweight
Donald Cerrone,Patrick Cote,Donald Cerrone,1,0,-3,2.117647,5.080002,-15,-5.080002,19,Orthodox vs Orthodox,3,2.090909,-5.080002,15,5.080002,-19,Orthodox vs Orthodox,Welterweight
Donald Cerrone,Rick Story,Donald Cerrone,1,0,2,2.117647,10.16,-15,5.080002,25,Orthodox vs Southpaw,-2,2.111111,-10.16,15,-5.080002,-25,Southpaw vs Orthodox,Welterweight
Donald Cerrone,Myles Jury,Donald Cerrone,1,0,5,2.117647,7.619995,10,0,32,Orthodox vs Orthodox,-5,4.25,-7.619995,-10,0,-32,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Al Iaquinta,Donald Cerrone,1,0,4,2.117647,7.619995,0,7.619995,32,Orthodox vs Orthodox,-4,2,-7.619995,0,-7.619995,-32,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Jorge Masvidal,Jorge Masvidal,0,1,1,2.117647,5.080002,-15,-2.540009,1,Orthodox vs Orthodox,-1,2.058824,-5.080002,15,2.540009,-1,Orthodox vs Orthodox,Welterweight
Donald Cerrone,KJ Noons,Donald Cerrone,1,0,0,2.117647,7.619995,0,7.619995,31,Orthodox vs Orthodox,0,1.444444,-7.619995,0,-7.619995,-31,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Jim Miller,Donald Cerrone,1,0,1,2.117647,12.7,0,5.080002,0,Orthodox vs Southpaw,-1,2.117647,-12.7,0,-5.080002,0,Southpaw vs Orthodox,Lightweight
Donald Cerrone,Benson Henderson,Donald Cerrone,1,0,0,2.117647,10.16,-15,7.619995,22,Orthodox vs Southpaw,0,3.428571,-10.16,15,-7.619995,-22,Southpaw vs Orthodox,Lightweight
Donald Cerrone,Charles Oliveira,Donald Cerrone,1,0,7,2.117647,7.619995,0,-2.540009,10,Orthodox vs Orthodox,-7,3.777778,-7.619995,0,2.540009,-10,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Melvin Guillard,Donald Cerrone,1,0,0,2.117647,10.16,0,5.080002,3,Orthodox vs Orthodox,0,1.777778,-10.16,0,-5.080002,-3,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Adriano Martins,Donald Cerrone,1,0,-1,2.117647,7.619995,0,2.539993,16,Orthodox vs Southpaw,1,3.111111,-7.619995,0,-2.539993,-16,Southpaw vs Orthodox,Lightweight
Donald Cerrone,Alex Morono,Alex Morono,0,1,8,2.117647,5.080002,-15,2.539993,22,Orthodox vs Orthodox,-8,2.875,-5.080002,15,-2.539993,-22,Orthodox vs Orthodox,Welterweight
Donald Cerrone,Alexander Hernandez,Donald Cerrone,1,0,9,2.117647,10.16,10,2.539993,33,Orthodox vs Orthodox,-9,2.333333,-10.16,-10,-2.539993,-33,Orthodox vs Orthodox,Lightweight
Donald Cerrone,Vagner Rocha,Donald Cerrone,1,0,-1,2.117647,7.619995,0,0,35,Orthodox vs Orthodox,1,3.5,-7.619995,0,0,-35,Orthodox vs Orthodox,Lightweight
Dong Hyun Kim,Sean Pierson,Dong Hyun Kim,1,0,-5,5.5,5.080002,0,0,6,Southpaw vs Southpaw,5,2.333333,-5.080002,0,0,-6,Southpaw vs Southpaw,Welterweight
Dong Hyun Kim,Tyron Woodley,Tyron Woodley,0,1,0,5.5,12.70001,0,5.079987,0,Southpaw vs Orthodox,0,2.714286,-12.70001,0,-5.079987,0,Orthodox vs Southpaw,Welterweight
Dong Hyun Kim,Tarec Saffiedine,Dong Hyun Kim,1,0,5,5.5,10.16,0,15.23999,3,Southpaw vs Switch,-5,2.285714,-10.16,0,-15.23999,-3,Switch vs Southpaw,Welterweight
Dong Hyun Kim,Paulo Thiago,Dong Hyun Kim,1,0,-1,5.5,7.62001,0,5.079987,-1,Southpaw vs Orthodox,1,2,-7.62001,0,-5.079987,1,Orthodox vs Southpaw,Welterweight
Dong Hyun Kim,Dominic Waters,Dong Hyun Kim,1,0,8,5.5,2.540009,0,-7.62001,12,Southpaw vs Orthodox,-8,1.8,-2.540009,0,7.62001,-12,Orthodox vs Southpaw,Welterweight
Dong Hyun Kim,Amir Sadollah,Dong Hyun Kim,1,0,-1,5.5,10.16,0,2.539993,15,Southpaw vs Orthodox,1,1.2,-10.16,0,-2.539993,-15,Orthodox vs Southpaw,Welterweight
Dong Hyun Kim,Erick Silva,Dong Hyun Kim,1,0,2,5.5,5.080002,0,5.079987,-2,Southpaw vs Orthodox,-2,2.111111,-5.080002,0,-5.079987,2,Orthodox vs Southpaw,Welterweight
Dong Hyun Kim,Demian Maia,Demian Maia,0,1,-4,5.5,2.540009,0,10.15999,-13,Southpaw vs Southpaw,4,2.545455,-2.540009,0,-10.15999,13,Southpaw vs Southpaw,Welterweight
Dong Hyun Kim,Jason Tan,Dong Hyun Kim,1,0,0,5.5,10.16,0,,18,Southpaw vs Orthodox,0,1.666667,-10.16,0,,-18,Orthodox vs Southpaw,Welterweight
Dong Hyun Ma,"Brendan O'Reilly",Dong Hyun Ma,1,0,-1,1.454545,10.16,-15,2.540009,18,Orthodox vs Orthodox,1,2,-10.16,15,-2.540009,-18,Orthodox vs Orthodox,Lightweight
Dong Hyun Ma,Devonte Smith,Devonte Smith,0,1,5,1.454545,5.080002,0,-15.23999,12,Orthodox vs Orthodox,-5,2.75,-5.080002,0,15.23999,-12,Orthodox vs Orthodox,Lightweight
Dong Hyun Ma,Marco Polo Reyes,Marco Polo Reyes,0,1,-4,1.454545,0,0,-2.539993,12,Orthodox vs Orthodox,4,1.142857,0,0,2.539993,-12,Orthodox vs Orthodox,Lightweight
Dong Hyun Ma,Dominique Steele,Dominique Steele,0,1,0,1.454545,2.539993,-15,-10.16,4,Orthodox vs Orthodox,0,1.555556,-2.539993,15,10.16,-4,Orthodox vs Orthodox,Welterweight
Dong Hyun Ma,Omar Morales,Omar Morales,0,1,-3,1.454545,0,0,-7.619995,12,Orthodox vs Orthodox,3,2.75,0,0,7.619995,-12,Orthodox vs Orthodox,Lightweight
Donnie Chappell,Tony Fryklund,Tony Fryklund,0,1,,0,-2.540009,-7,,-22,Southpaw vs Orthodox,,1.555556,2.540009,7,,22,Orthodox vs Southpaw,Lightweight
Dooho Choi,Sam Sicilia,Dooho Choi,1,0,-5,3.5,5.080002,0,7.62001,-5,Orthodox vs Orthodox,5,1.875,-5.080002,0,-7.62001,5,Orthodox vs Orthodox,Featherweight
Dooho Choi,Juan Manuel Puig,Dooho Choi,1,0,-2,3.5,2.540009,0,,3,Orthodox vs Orthodox,2,2.75,-2.540009,0,,-3,Orthodox vs Orthodox,Featherweight
Dooho Choi,Jeremy Stephens,Jeremy Stephens,0,1,-5,3.5,2.540009,0,-2.539993,-29,Orthodox vs Orthodox,5,1.473684,-2.540009,0,2.539993,29,Orthodox vs Orthodox,Featherweight
Dooho Choi,Charles Jourdain,Charles Jourdain,0,1,4,3.5,2.540009,0,2.540009,-3,Orthodox vs Switch,-4,2.5,-2.540009,0,-2.540009,3,Switch vs Orthodox,Featherweight
Dooho Choi,Cub Swanson,Cub Swanson,0,1,-8,3.5,5.080002,0,0,-24,Orthodox vs Orthodox,8,2.230769,-5.080002,0,0,24,Orthodox vs Orthodox,Featherweight
Dooho Choi,Thiago Tavares,Dooho Choi,1,0,-6,3.5,7.62001,0,0,-10,Orthodox vs Orthodox,6,3,-7.62001,0,0,10,Orthodox vs Orthodox,Featherweight
Doug Evans,Roger Huerta,Roger Huerta,0,1,2,1.3,0,0,,-9,Orthodox vs Orthodox,-2,2.555556,0,0,,9,Orthodox vs Orthodox,Lightweight
Douglas Silva de Andrade,Zubaira Tukhugov,Zubaira Tukhugov,0,1,5,5.8,-2.540009,-20,0,8,Orthodox vs Orthodox,-5,3.333333,2.540009,20,0,-8,Orthodox vs Orthodox,Featherweight
Douglas Silva de Andrade,Petr Yan,Petr Yan,0,1,8,5.8,0,0,2.540009,13,Orthodox vs Switch,-8,3.2,0,0,-2.540009,-13,Switch vs Orthodox,Bantamweight
Douglas Silva de Andrade,Cody Stamann,Douglas Silva de Andrade,1,0,4,5.8,2.539993,0,10.16,7,Orthodox vs Orthodox,-4,3.5,-2.539993,0,-10.16,-7,Orthodox vs Orthodox,Catch Weight
Douglas Silva de Andrade,Marlon Vera,Douglas Silva de Andrade,1,0,7,5.8,-2.540009,0,-5.080002,5,Orthodox vs Switch,-7,2.625,2.540009,0,5.080002,-5,Switch vs Orthodox,Bantamweight
Drakkar Klose,Devin Powell,Drakkar Klose,1,0,0,6.5,-7.62001,0,-7.619995,2,Orthodox vs Orthodox,0,2.25,7.62001,0,7.619995,-2,Orthodox vs Orthodox,Lightweight
Drakkar Klose,David Teymur,David Teymur,0,1,1,6.5,0,0,-7.619995,5,Orthodox vs Southpaw,-1,4,0,0,7.619995,-5,Southpaw vs Orthodox,Lightweight
Drakkar Klose,Lando Vannata,Drakkar Klose,1,0,4,6.5,0,0,-2.539993,-4,Orthodox vs Orthodox,-4,1.714286,0,0,2.539993,4,Orthodox vs Orthodox,Lightweight
Drako Rodriguez,Aiemann Zahabi,Aiemann Zahabi,0,1,-9,2.333333,0,0,2.539993,-2,Orthodox vs Orthodox,9,5,0,0,-2.539993,2,Orthodox vs Orthodox,Bantamweight
Drew Dober,Sean Spencer,Sean Spencer,0,1,-1,2.166667,-5.080002,-15,-10.16,20,Southpaw vs Orthodox,1,2,5.080002,15,10.16,-20,Orthodox vs Southpaw,Welterweight
Drew Dober,Matt Frevola,Matt Frevola,0,1,2,2.166667,-2.539993,0,-2.539993,24,Southpaw vs Orthodox,-2,3.666667,2.539993,0,2.539993,-24,Orthodox vs Southpaw,Lightweight
Drew Dober,Jon Tuck,Drew Dober,1,0,-4,2.166667,-7.619995,0,-7.619995,23,Southpaw vs Orthodox,4,2,7.619995,0,7.619995,-23,Orthodox vs Southpaw,Lightweight
Drew Dober,Bobby Green,Drew Dober,1,0,-2,2.166667,-5.080002,0,-2.539993,-6,Southpaw vs Orthodox,2,2.142857,5.080002,0,2.539993,6,Orthodox vs Southpaw,Lightweight
Drew Dober,Scott Holtzman,Drew Dober,1,0,-5,2.166667,-2.539993,0,2.540009,18,Southpaw vs Orthodox,5,2.333333,2.539993,0,-2.540009,-18,Orthodox vs Southpaw,Lightweight
Drew Dober,Marco Polo Reyes,Drew Dober,1,0,-4,2.166667,-7.619995,0,-2.539993,23,Southpaw vs Orthodox,4,1.142857,7.619995,0,2.539993,-23,Orthodox vs Southpaw,Lightweight
Drew Dober,Nasrat Haqparast,Drew Dober,1,0,7,2.166667,-5.080002,0,-5.080002,18,Southpaw vs Southpaw,-7,3,5.080002,0,5.080002,-18,Southpaw vs Southpaw,Lightweight
Drew Dober,Jamie Varner,Drew Dober,1,0,-4,2.166667,0,0,-2.539993,6,Southpaw vs Orthodox,4,1.909091,0,0,2.539993,-6,Orthodox vs Southpaw,Lightweight
Drew Dober,Terrance McKinney,Drew Dober,1,0,6,2.166667,-5.080002,0,-7.619995,19,Southpaw vs Switch,-6,2.8,5.080002,0,7.619995,-19,Switch vs Southpaw,Lightweight
Drew Dober,Alexander Hernandez,Drew Dober,1,0,4,2.166667,-2.539993,10,-5.080002,18,Southpaw vs Orthodox,-4,2.333333,2.539993,-10,5.080002,-18,Orthodox vs Southpaw,Lightweight
Drew Dober,Brad Riddell,Brad Riddell,0,1,3,2.166667,2.540009,0,-2.539993,24,Southpaw vs Orthodox,-3,2.5,-2.540009,0,2.539993,-24,Orthodox vs Southpaw,Lightweight
Drew Dober,Efrain Escudero,Efrain Escudero,0,1,-3,2.166667,-2.539993,0,-2.539993,-2,Southpaw vs Orthodox,3,2.333333,2.539993,0,2.539993,2,Orthodox vs Southpaw,Lightweight
Drew Dober,Jason Gonzalez,Drew Dober,1,0,1,2.166667,-15.24001,0,-10.16,22,Southpaw vs Southpaw,-1,2.2,15.24001,0,10.16,-22,Southpaw vs Southpaw,Lightweight
Drew Dober,Nick Hein,Nick Hein,0,1,-5,2.166667,5.080002,0,10.16,19,Southpaw vs Southpaw,5,2.8,-5.080002,0,-10.16,-19,Southpaw vs Southpaw,Lightweight
Drew Dober,Islam Makhachev,Islam Makhachev,0,1,3,2.166667,-5.080002,0,0,13,Southpaw vs Southpaw,-3,24,5.080002,0,0,-13,Southpaw vs Southpaw,Lightweight
Drew Fickett,Kurt Pellegrino,Drew Fickett,1,0,-1,2,5.080002,0,0,40,Orthodox vs Orthodox,1,2.285714,-5.080002,0,0,-40,Orthodox vs Orthodox,Welterweight
Drew Fickett,Josh Neer,Drew Fickett,1,0,3,2,-2.539993,-15,-5.080002,11,Orthodox vs Orthodox,-3,2.25,2.539993,15,5.080002,-11,Orthodox vs Orthodox,Welterweight
Drew Fickett,Josh Koscheck,Drew Fickett,1,0,-2,2,0,-15,-7.619995,35,Orthodox vs Orthodox,2,1.545455,0,15,7.619995,-35,Orthodox vs Orthodox,Welterweight
Drew Fickett,Karo Parisyan,Karo Parisyan,0,1,2,2,0,-15,-5.080002,28,Orthodox vs Orthodox,-2,2.181818,0,15,5.080002,-28,Orthodox vs Orthodox,Welterweight
Drew Fickett,Keita Nakamura,Drew Fickett,1,0,5,2,-2.539993,-15,-7.619995,19,Orthodox vs Southpaw,-5,3.4,2.539993,15,7.619995,-19,Southpaw vs Orthodox,Welterweight
Drew McFedries,Jordan Radev,Drew McFedries,1,0,-2,1.714286,12.70001,0,,-9,Southpaw vs Southpaw,2,4.6,-12.70001,0,,9,Southpaw vs Southpaw,Middleweight
Drew McFedries,Alessio Sakara,Drew McFedries,1,0,3,1.714286,0,0,0,-11,Southpaw vs Orthodox,-3,1.727273,0,0,0,11,Orthodox vs Southpaw,Light Heavyweight
Dricus Du Plessis,Trevin Giles,Dricus Du Plessis,1,0,-1,10,2.539993,15,5.079987,1,Switch vs Orthodox,1,3.2,-2.539993,-15,-5.079987,-1,Orthodox vs Switch,Middleweight
Dricus Du Plessis,Markus Perez,Dricus Du Plessis,1,0,-6,10,0,0,7.619995,5,Switch vs Orthodox,6,2.4,0,0,-7.619995,-5,Orthodox vs Switch,Middleweight
Dricus Du Plessis,Brad Tavares,Dricus Du Plessis,1,0,-6,10,0,0,5.079987,-7,Switch vs Orthodox,6,2.222222,0,0,-5.079987,7,Orthodox vs Switch,Middleweight
Dricus Du Plessis,Darren Till,Dricus Du Plessis,1,0,-1,10,2.539993,0,5.079987,-1,Switch vs Southpaw,1,3.6,-2.539993,0,-5.079987,1,Southpaw vs Switch,Middleweight
Dricus Du Plessis,Robert Whittaker,Dricus Du Plessis,1,0,-3,10,2.539993,0,7.619995,-10,Switch vs Orthodox,3,3.571429,-2.539993,0,-7.619995,10,Orthodox vs Switch,Middleweight
Duane Ludwig,Che Mills,Che Mills,0,1,4,1.5,-7.619995,0,-15.23999,9,Orthodox vs Orthodox,-4,1.6,7.619995,0,15.23999,-9,Orthodox vs Orthodox,Welterweight
Duane Ludwig,Genki Sudo,Duane Ludwig,1,0,-1,1.5,2.540009,15,,16,Orthodox vs Orthodox,1,3.75,-2.540009,-15,,-16,Orthodox vs Orthodox,Lightweight
Duane Ludwig,Jim Miller,Jim Miller,0,1,5,1.5,5.080002,15,-2.539993,-18,Orthodox vs Southpaw,-5,2.117647,-5.080002,-15,2.539993,18,Southpaw vs Orthodox,Lightweight
Duane Ludwig,Nick Osipczak,Duane Ludwig,1,0,7,1.5,-10.16,0,-15.23999,26,Orthodox vs Orthodox,-7,2,10.16,0,15.23999,-26,Orthodox vs Orthodox,Welterweight
Duane Ludwig,Amir Sadollah,Duane Ludwig,1,0,3,1.5,0,0,-12.7,24,Orthodox vs Orthodox,-3,1.2,0,0,12.7,-24,Orthodox vs Orthodox,Welterweight
Duane Ludwig,Josh Neer,Josh Neer,0,1,5,1.5,-2.539993,0,-5.080002,-17,Orthodox vs Orthodox,-5,2.25,2.539993,0,5.080002,17,Orthodox vs Orthodox,Welterweight
