l_FullName,r_FullName,w_FullName,l_win,r_win,l_seniority,l_w/l_ratio,l_height_dif_cm,l_weight_dif_lb,l_reach_dif_cm,l_total_fights_dif,l_stance_pair,r_seniority,r_w/l_ratio,r_height_dif_cm,r_weight_dif_lb,r_reach_dif_cm,r_total_fights_dif,r_stance_pair,weight_class
Vicente Luque,Tyron Woodley,Vicente Luque,1,0,-9,2.444444,5.080002,0,2.539993,5,Orthodox vs Orthodox,9,2.714286,-5.080002,0,-2.539993,-5,Orthodox vs Orthodox,Welterweight
Vicente Luque,Jalin Turner,Vicente Luque,1,0,3,2.444444,-10.16,15,-5.080002,11,Orthodox vs Southpaw,-3,1.857143,10.16,-15,5.080002,-11,Southpaw vs Orthodox,Welterweight
Vicente Luque,Belal Muhammad,Vicente Luque,1,0,-4,2.444444,0,0,7.619995,5,Orthodox vs Orthodox,4,7.666667,0,0,-7.619995,-5,Orthodox vs Orthodox,Welterweight
Vicente Luque,Geoff Neal,Geoff Neal,0,1,-1,2.444444,0,0,0,11,Orthodox vs Southpaw,1,3,0,0,0,-11,Southpaw vs Orthodox,Welterweight
Vicente Luque,Hector Urbina,Vicente Luque,1,0,-5,2.444444,0,0,5.080002,4,Orthodox vs Orthodox,5,1.7,0,0,-5.080002,-4,Orthodox vs Orthodox,Welterweight
Vicente Luque,Stephen Thompson,Stephen Thompson,0,1,-9,2.444444,-2.540009,0,0,8,Orthodox vs Orthodox,9,2.833333,2.540009,0,0,-8,Orthodox vs Orthodox,Welterweight
Vicente Luque,Mike Perry,Vicente Luque,1,0,0,2.444444,2.539993,0,10.16,9,Orthodox vs Orthodox,0,1.75,-2.539993,0,-10.16,-9,Orthodox vs Orthodox,Welterweight
Vicente Luque,Belal Muhammad,Belal Muhammad,0,1,-3,2.444444,0,0,7.619995,5,Orthodox vs Orthodox,3,7.666667,0,0,-7.619995,-5,Orthodox vs Orthodox,Welterweight
Victor Altamirano,Vinicius Salvador,Victor Altamirano,1,0,6,4,2.540009,0,0,-5,Switch vs Southpaw,-6,2.333333,-2.540009,0,0,5,Southpaw vs Switch,Flyweight
Victor Altamirano,Carlos Hernandez,Carlos Hernandez,0,1,3,4,0,0,7.62001,4,Switch vs Orthodox,-3,4.5,0,0,-7.62001,-4,Orthodox vs Switch,Flyweight
Victor Altamirano,Tim Elliott,Tim Elliott,0,1,-4,4,2.540009,0,10.16,-17,Switch vs Southpaw,4,1.666667,-2.540009,0,-10.16,17,Southpaw vs Switch,Flyweight
Victor Altamirano,Daniel Lacerda,Victor Altamirano,1,0,5,4,5.080002,0,0,-1,Switch vs Switch,-5,2.2,-5.080002,0,0,1,Switch vs Switch,Flyweight
Victor Rodriguez,Adrian Yanez,Adrian Yanez,0,1,2,1.75,-5.079987,-10,-7.62001,-9,Switch vs Orthodox,-2,4,5.079987,10,7.62001,9,Orthodox vs Switch,Bantamweight
Victor Rodriguez,Bruno Silva,Bruno Silva,0,1,-3,1.75,-17.78,-60,-17.78001,-21,Switch vs Orthodox,3,2.555556,17.78,60,17.78001,21,Orthodox vs Switch,Flyweight
Victoria Leonardo,Natalia Silva,Natalia Silva,0,1,7,1.5,2.540009,0,-2.540009,-6,Orthodox vs Southpaw,-7,3.2,-2.540009,0,2.540009,6,Southpaw vs Orthodox,"Women's Flyweight"
Vik Grujic,Nordine Taleb,Nordine Taleb,0,1,5,1,-5.080002,0,-2.540009,-10,Orthodox vs Orthodox,-5,2.142857,5.080002,0,2.540009,10,Orthodox vs Orthodox,Middleweight
Vik Grujic,"Brendan O'Reilly","Brendan O'Reilly",0,1,11,1,10.16,0,10.16,3,Orthodox vs Orthodox,-11,2,-10.16,0,-10.16,-3,Orthodox vs Orthodox,Welterweight
Vik Grujic,Chris Indich,Vik Grujic,1,0,10,1,2.539993,0,,2,"Orthodox vs ",-10,1.5,-2.539993,0,,-2," vs Orthodox",Welterweight
Viktor Pesta,Marcin Tybura,Marcin Tybura,0,1,-4,2.5,0,-9,-2.539993,-18,Orthodox vs Orthodox,4,3,0,9,2.539993,18,Orthodox vs Orthodox,Heavyweight
Viktoriia Dudakova,Istela Nunes,Viktoriia Dudakova,1,0,-6,7,2.540009,0,2.539993,-4,Orthodox vs Orthodox,6,1.2,-2.540009,0,-2.539993,4,Orthodox vs Orthodox,"Women's Strawweight"
Vinc Pichel,Garett Whiteley,Vinc Pichel,1,0,-2,4.666667,-5.080002,0,0,7,Orthodox vs Orthodox,2,2.333333,5.080002,0,0,-7,Orthodox vs Orthodox,Lightweight
Vinc Pichel,Joaquim Silva,Vinc Pichel,1,0,7,4.666667,5.080002,0,7.62001,0,Orthodox vs Southpaw,-7,2.4,-5.080002,0,-7.62001,0,Southpaw vs Orthodox,Lightweight
Vinc Pichel,Roosevelt Roberts,Vinc Pichel,1,0,11,4.666667,-10.16,0,-2.539993,4,Orthodox vs Orthodox,-11,3.333333,10.16,0,2.539993,-4,Orthodox vs Orthodox,Lightweight
Vince Cachero,Ronnie Lawrence,Ronnie Lawrence,0,1,3,1.75,-5.080002,10,0,1,Orthodox vs Switch,-3,4,5.080002,-10,0,-1,Switch vs Orthodox,Bantamweight
Vince Cachero,Jamall Emmers,Jamall Emmers,0,1,-1,1.75,-10.16,0,-15.24001,-15,Orthodox vs Orthodox,1,2.714286,10.16,0,15.24001,15,Orthodox vs Orthodox,Featherweight
Vince Morales,Drako Rodriguez,Vince Morales,1,0,5,1.571429,2.539993,0,2.540009,8,Orthodox vs Orthodox,-5,2.333333,-2.539993,0,-2.540009,-8,Orthodox vs Orthodox,Bantamweight
Vince Morales,Song Yadong,Song Yadong,0,1,8,1.571429,2.539993,0,7.62001,-9,Orthodox vs Orthodox,-8,2.857143,-2.539993,0,-7.62001,9,Orthodox vs Orthodox,Bantamweight
Vince Morales,Louis Smolka,Vince Morales,1,0,1,1.571429,0,0,5.080002,-8,Orthodox vs Orthodox,-1,1.888889,0,0,-5.080002,8,Orthodox vs Orthodox,Bantamweight
Vince Morales,Aiemann Zahabi,Vince Morales,1,0,-3,1.571429,2.539993,0,5.080002,6,Orthodox vs Orthodox,3,5,-2.539993,0,-5.080002,-6,Orthodox vs Orthodox,Bantamweight
Vinicius Moreira,Ike Villanueva,Ike Villanueva,0,1,-5,1.8,7.619995,0,7.619995,-18,Orthodox vs Orthodox,5,1.285714,-7.619995,0,-7.619995,18,Orthodox vs Orthodox,Light Heavyweight
Vinicius Salvador,CJ Vergara,CJ Vergara,0,1,-5,2.333333,2.539993,0,5.080002,4,Southpaw vs Orthodox,5,3,-2.539993,0,-5.080002,-4,Orthodox vs Southpaw,Flyweight
Vinny Magalhaes,Eliot Marshall,Eliot Marshall,0,1,-4,1.555556,2.539993,0,-5.080002,9,Orthodox vs Orthodox,4,2.5,-2.539993,0,5.080002,-9,Orthodox vs Orthodox,Light Heavyweight
Vinny Magalhaes,Anthony Perosh,Anthony Perosh,0,1,-11,1.555556,0,0,0,-2,Orthodox vs Orthodox,11,1.5,0,0,0,2,Orthodox vs Orthodox,Light Heavyweight
Vinny Magalhaes,Igor Pokrajac,Vinny Magalhaes,1,0,-5,1.555556,7.619995,0,2.539993,-18,Orthodox vs Orthodox,5,2.153846,-7.619995,0,-2.539993,18,Orthodox vs Orthodox,Light Heavyweight
Virna Jandiroba,Marina Rodriguez,Virna Jandiroba,1,0,-2,6.333333,-7.619995,0,-2.540009,2,Orthodox vs Orthodox,2,5.666667,7.619995,0,2.540009,-2,Orthodox vs Orthodox,"Women's Strawweight"
Virna Jandiroba,Amanda Ribas,Amanda Ribas,0,1,5,6.333333,0,-10,-5.080002,7,Orthodox vs Orthodox,-5,2.75,0,10,5.080002,-7,Orthodox vs Orthodox,"Women's Strawweight"
Virna Jandiroba,Kanako Murata,Virna Jandiroba,1,0,6,6.333333,5.080002,0,5.080002,8,Orthodox vs Orthodox,-6,6,-5.080002,0,-5.080002,-8,Orthodox vs Orthodox,"Women's Strawweight"
Virna Jandiroba,Mallory Martin,Virna Jandiroba,1,0,6,6.333333,-2.539993,0,2.539993,10,Orthodox vs Orthodox,-6,1.4,2.539993,0,-2.539993,-10,Orthodox vs Orthodox,"Women's Strawweight"
Viscardi Andrade,Nicholas Musoke,Nicholas Musoke,0,1,2,3.166667,-2.540009,0,0,7,Orthodox vs Orthodox,-2,2.6,2.540009,0,0,-7,Orthodox vs Orthodox,Welterweight
Viscardi Andrade,Bristol Marunde,Viscardi Andrade,1,0,-2,3.166667,-5.080002,0,0,-1,Orthodox vs Orthodox,2,1.6,5.080002,0,0,1,Orthodox vs Orthodox,Welterweight
Viscardi Andrade,Gasan Umalatov,Viscardi Andrade,1,0,-2,3.166667,0,0,10.16,4,Orthodox vs Orthodox,2,4.25,0,0,-10.16,-4,Orthodox vs Orthodox,Welterweight
Viscardi Andrade,Richard Walsh,Viscardi Andrade,1,0,5,3.166667,-2.540009,0,5.080002,11,Orthodox vs Orthodox,-5,1.8,2.540009,0,-5.080002,-11,Orthodox vs Orthodox,Welterweight
Vitor Belfort,Anthony Johnson,Vitor Belfort,1,0,7,1.857143,-5.080002,-20,-10.15999,12,Southpaw vs Orthodox,-7,3.666667,5.080002,20,10.15999,-12,Orthodox vs Southpaw,Middleweight
Vitor Belfort,Dan Henderson,Vitor Belfort,1,0,-7,1.857143,2.540009,0,0,-7,Southpaw vs Orthodox,7,2.133333,-2.540009,0,0,7,Orthodox vs Southpaw,Light Heavyweight
Vitor Belfort,Gegard Mousasi,Gegard Mousasi,0,1,8,1.857143,-5.080002,0,-5.079987,-8,Southpaw vs Orthodox,-8,7,5.080002,0,5.079987,8,Orthodox vs Southpaw,Middleweight
Vitor Belfort,Anderson Silva,Anderson Silva,0,1,-2,1.857143,-5.080002,0,-7.619995,-5,Southpaw vs Southpaw,2,3.090909,5.080002,0,7.619995,5,Southpaw vs Southpaw,Middleweight
Vitor Belfort,Randy Couture,Randy Couture,0,1,-14,1.857143,-2.539993,-20,-2.539993,10,Southpaw vs Orthodox,14,1.727273,2.539993,20,2.539993,-10,Orthodox vs Southpaw,Light Heavyweight
Vitor Belfort,Dan Henderson,Vitor Belfort,1,0,-7,1.857143,2.540009,0,0,-7,Southpaw vs Orthodox,7,2.133333,-2.540009,0,0,7,Orthodox vs Southpaw,Middleweight
Vitor Belfort,Scott Ferrozzo,Vitor Belfort,1,0,-12,1.857143,2.540009,-138,,34,Southpaw vs Orthodox,12,2,-2.540009,138,,-34,Orthodox vs Southpaw,Heavyweight
Vitor Belfort,Tra Telligman,Vitor Belfort,1,0,-13,1.857143,-5.080002,-48,,28,Southpaw vs Orthodox,13,1.4,5.080002,48,,-28,Orthodox vs Southpaw,Heavyweight
Vitor Belfort,Chuck Liddell,Chuck Liddell,0,1,-7,1.857143,-5.080002,-20,-5.079987,11,Southpaw vs Orthodox,7,2.625,5.080002,20,5.079987,-11,Orthodox vs Southpaw,Light Heavyweight
Vitor Belfort,Marvin Eastman,Vitor Belfort,1,0,-5,1.857143,7.62001,0,2.540009,7,Southpaw vs Orthodox,5,1.2,-7.62001,0,-2.540009,-7,Orthodox vs Southpaw,Light Heavyweight
Vitor Belfort,Michael Bisping,Vitor Belfort,1,0,2,1.857143,-2.539993,0,-2.539993,1,Southpaw vs Orthodox,-2,3.333333,2.539993,0,2.539993,-1,Orthodox vs Southpaw,Middleweight
Vitor Belfort,Nate Marquardt,Vitor Belfort,1,0,2,1.857143,0,0,0,-14,Southpaw vs Orthodox,-2,1.842105,0,0,0,14,Orthodox vs Southpaw,Middleweight
Vitor Belfort,Chris Weidman,Chris Weidman,0,1,8,1.857143,-5.080002,0,-10.15999,18,Southpaw vs Orthodox,-8,2.142857,5.080002,0,10.15999,-18,Orthodox vs Southpaw,Middleweight
Vitor Belfort,Jacare Souza,Jacare Souza,0,1,3,1.857143,-2.539993,0,5.080002,4,Southpaw vs Orthodox,-3,2.6,2.539993,0,-5.080002,-4,Orthodox vs Southpaw,Middleweight
Vitor Belfort,Randy Couture,Randy Couture,0,1,-14,1.857143,-2.539993,-20,-2.539993,10,Southpaw vs Orthodox,14,1.727273,2.539993,20,2.539993,-10,Orthodox vs Southpaw,Heavyweight
Vitor Belfort,Luke Rockhold,Vitor Belfort,1,0,8,1.857143,-7.619995,0,-7.619995,18,Southpaw vs Southpaw,-8,2.666667,7.619995,0,7.619995,-18,Southpaw vs Southpaw,Middleweight
Vitor Belfort,Rich Franklin,Vitor Belfort,1,0,-2,1.857143,-2.539993,0,-5.079987,4,Southpaw vs Southpaw,2,4.142857,2.539993,0,5.079987,-4,Southpaw vs Southpaw,Catch Weight
Vitor Belfort,Randy Couture,Vitor Belfort,1,0,-14,1.857143,-2.539993,-20,-2.539993,10,Southpaw vs Orthodox,14,1.727273,2.539993,20,2.539993,-10,Orthodox vs Southpaw,Light Heavyweight
Vitor Belfort,Wanderlei Silva,Vitor Belfort,1,0,-1,1.857143,2.540009,-20,0,-8,Southpaw vs Orthodox,1,2.692308,-2.540009,20,0,8,Orthodox vs Southpaw,Middleweight
Vitor Belfort,Joe Charles,Vitor Belfort,1,0,,1.857143,-2.539993,-75,,21,Southpaw vs Southpaw,,0.4615385,2.539993,75,,-21,Southpaw vs Southpaw,Heavyweight
Vitor Belfort,Jon Jones,Jon Jones,0,1,10,1.857143,-10.15999,-63,-25.39999,12,Southpaw vs Orthodox,-10,27,10.15999,63,25.39999,-12,Orthodox vs Southpaw,Light Heavyweight
Vitor Belfort,Tito Ortiz,Tito Ortiz,0,1,-3,1.857143,-7.619995,-20,0,9,Southpaw vs Orthodox,3,1.583333,7.619995,20,0,-9,Orthodox vs Southpaw,Light Heavyweight
Vitor Belfort,Lyoto Machida,Lyoto Machida,0,1,2,1.857143,-2.539993,0,0,8,Southpaw vs Southpaw,-2,3,2.539993,0,0,-8,Southpaw vs Southpaw,Middleweight
Vitor Miranda,Marvin Vettori,Marvin Vettori,0,1,15,2.4,2.539993,0,7.619995,-9,Orthodox vs Southpaw,-15,2.714286,-2.539993,0,-7.619995,9,Southpaw vs Orthodox,Middleweight
Vitor Petrino,Anton Turkalj,Vitor Petrino,1,0,-1,9,-5.079987,0,-2.539993,-2,Orthodox vs Orthodox,1,2.666667,5.079987,0,2.539993,2,Orthodox vs Orthodox,Light Heavyweight
Vitor Petrino,Marcin Prachnio,Vitor Petrino,1,0,-9,9,-2.539993,0,7.619995,-14,Orthodox vs Orthodox,9,2.285714,2.539993,0,-7.619995,14,Orthodox vs Orthodox,Light Heavyweight
Viviane Araujo,Roxanne Modafferi,Viviane Araujo,1,0,-4,2.2,-7.619995,0,-2.539993,-30,Orthodox vs Orthodox,4,1.190476,7.619995,0,2.539993,30,Orthodox vs Orthodox,"Women's Flyweight"
Viviane Araujo,Amanda Ribas,Amanda Ribas,0,1,7,2.2,2.539993,0,5.080002,1,Orthodox vs Orthodox,-7,2.75,-2.539993,0,-5.080002,-1,Orthodox vs Orthodox,"Women's Flyweight"
Viviane Araujo,Montana De La Rosa,Viviane Araujo,1,0,8,2.2,-7.619995,0,0,-4,Orthodox vs Orthodox,-8,1.5,7.619995,0,0,4,Orthodox vs Orthodox,"Women's Flyweight"
Viviane Araujo,Katlyn Chookagian,Katlyn Chookagian,0,1,2,2.2,-12.7,0,0,-7,Orthodox vs Orthodox,-2,3.6,12.7,0,0,7,Orthodox vs Orthodox,"Women's Flyweight"
Viviane Araujo,Andrea Lee,Viviane Araujo,1,0,2,2.2,-5.080002,0,-2.539993,-5,Orthodox vs Orthodox,-2,1.625,5.080002,0,2.539993,5,Orthodox vs Orthodox,"Women's Flyweight"
Viviane Araujo,Talita Bernardo,Viviane Araujo,1,0,0,2.2,0,-10,0,6,Orthodox vs Orthodox,0,1.5,0,10,0,-6,Orthodox vs Orthodox,"Women's Bantamweight"
Viviane Araujo,Alexa Grasso,Alexa Grasso,0,1,6,2.2,-2.540009,0,5.080002,-3,Orthodox vs Orthodox,-6,5.333333,2.540009,0,-5.080002,3,Orthodox vs Orthodox,"Women's Flyweight"
Viviane Araujo,Jessica Eye,Jessica Eye,0,1,0,2.2,-5.080002,0,5.080002,-10,Orthodox vs Orthodox,0,1.363636,5.080002,0,-5.080002,10,Orthodox vs Orthodox,"Women's Flyweight"
Viviane Araujo,Alexis Davis,Viviane Araujo,1,0,-2,2.2,-5.080002,-10,0,-16,Orthodox vs Orthodox,2,1.909091,5.080002,10,0,16,Orthodox vs Orthodox,"Women's Flyweight"
Viviane Pereira,Yan Xiaonan,Yan Xiaonan,0,1,-5,6.5,-10.16,0,0,-5,Orthodox vs Orthodox,5,5.666667,10.16,0,0,5,Orthodox vs Orthodox,"Women's Strawweight"
Viviane Pereira,Tatiana Suarez,Tatiana Suarez,0,1,-2,6.5,-10.16,0,-7.619995,4,Orthodox vs Southpaw,2,11,10.16,0,7.619995,-4,Southpaw vs Orthodox,"Women's Strawweight"
Vladimir Matyushenko,Pedro Rizzo,Vladimir Matyushenko,1,0,4,3.375,-2.539993,-36,,4,Orthodox vs Orthodox,-4,1.818182,2.539993,36,,-4,Orthodox vs Orthodox,Heavyweight
Vladimir Matyushenko,Travis Wiuff,Vladimir Matyushenko,1,0,7,3.375,-7.619995,0,,-61,Orthodox vs Orthodox,-7,3.571429,7.619995,0,,61,Orthodox vs Orthodox,Heavyweight
Vladimir Matyushenko,Tito Ortiz,Tito Ortiz,0,1,4,3.375,-7.619995,0,0,4,Orthodox vs Orthodox,-4,1.583333,7.619995,0,0,-4,Orthodox vs Orthodox,Light Heavyweight
Vladimir Matyushenko,Igor Pokrajac,Vladimir Matyushenko,1,0,8,3.375,0,0,0,-6,Orthodox vs Orthodox,-8,2.153846,0,0,0,6,Orthodox vs Orthodox,Light Heavyweight
Volkan Oezdemir,Ovince Saint Preux,Volkan Oezdemir,1,0,-6,2.714286,-2.539993,0,-12.7,-17,Orthodox vs Southpaw,6,1.529412,2.539993,0,12.7,17,Southpaw vs Orthodox,Light Heavyweight
Volkan Oezdemir,Jiri Prochazka,Jiri Prochazka,0,1,3,2.714286,-2.539993,0,-12.7,-6,Orthodox vs Orthodox,-3,9.666667,2.539993,0,12.7,6,Orthodox vs Orthodox,Light Heavyweight
Volkan Oezdemir,Anthony Smith,Anthony Smith,0,1,-1,2.714286,-5.079987,0,-2.539993,-29,Orthodox vs Orthodox,1,2.055556,5.079987,0,2.539993,29,Orthodox vs Orthodox,Light Heavyweight
Volkan Oezdemir,Dominick Reyes,Dominick Reyes,0,1,0,2.714286,-5.079987,0,-5.080002,10,Orthodox vs Southpaw,0,3,5.079987,0,5.080002,-10,Southpaw vs Orthodox,Light Heavyweight
Volkan Oezdemir,Aleksandar Rakic,Volkan Oezdemir,1,0,3,2.714286,-5.079987,0,-7.619995,9,Orthodox vs Orthodox,-3,4.666667,5.079987,0,7.619995,-9,Orthodox vs Orthodox,Light Heavyweight
Wade Shipp,Jonathan Wiezorek,Jonathan Wiezorek,0,1,3,2.2,0,-5,,3,Orthodox vs Southpaw,-3,5.5,0,5,,-3,Southpaw vs Orthodox,Heavyweight
Wagner Campos,Marcos Vinicius,Marcos Vinicius,0,1,-2,1.2,-7.619995,20,,-12,Southpaw vs Orthodox,2,2.090909,7.619995,-20,,12,Orthodox vs Southpaw,Featherweight
Waldo Cortes-Acosta,Jared Vanderaa,Waldo Cortes-Acosta,1,0,1,10,0,-5,-5.080002,-11,Orthodox vs Orthodox,-1,1.2,0,5,5.080002,11,Orthodox vs Orthodox,Heavyweight
Waldo Cortes-Acosta,Chase Sherman,Waldo Cortes-Acosta,1,0,-2,10,0,10,0,-17,Orthodox vs Orthodox,2,1.333333,0,-10,0,17,Orthodox vs Orthodox,Heavyweight
Waldo Cortes-Acosta,Marcos Rogerio de Lima,Marcos Rogerio de Lima,0,1,-6,10,7.619995,7,7.619995,-20,Orthodox vs Orthodox,6,2.1,-7.619995,-7,-7.619995,20,Orthodox vs Orthodox,Heavyweight
Wallid Ismail,Yoshiki Takahashi,Yoshiki Takahashi,0,1,1,3,-10.16,6,,-45,Orthodox vs Southpaw,-1,1.111111,10.16,-6,,45,Southpaw vs Orthodox,Lightweight
Walt Harris,Jared Rosholt,Jared Rosholt,0,1,3,1.3,7.619995,-15,5.080002,5,Southpaw vs Orthodox,-3,3.5,-7.619995,15,-5.080002,-5,Orthodox vs Southpaw,Heavyweight
Walt Harris,Marcin Tybura,Marcin Tybura,0,1,2,1.3,5.080002,1,-2.539993,-9,Southpaw vs Orthodox,-2,3,-5.080002,-1,2.539993,9,Orthodox vs Southpaw,Heavyweight
Walt Harris,Soa Palelei,Soa Palelei,0,1,-6,1.3,2.540009,-15,-10.16,-4,Southpaw vs Orthodox,6,4.4,-2.540009,15,10.16,4,Orthodox vs Southpaw,Heavyweight
Walt Harris,Chase Sherman,Walt Harris,1,0,6,1.3,2.540009,0,-2.539993,-5,Southpaw vs Orthodox,-6,1.333333,-2.540009,0,2.539993,5,Orthodox vs Southpaw,Heavyweight
Walt Harris,Fabricio Werdum,Fabricio Werdum,0,1,-6,1.3,2.540009,19,0,-10,Southpaw vs Orthodox,6,2.666667,-2.540009,-19,0,10,Orthodox vs Southpaw,Heavyweight
Walt Harris,Alexander Volkov,Alexander Volkov,0,1,5,1.3,-5.080002,0,-7.619995,-24,Southpaw vs Orthodox,-5,3.7,5.080002,0,7.619995,24,Orthodox vs Southpaw,Heavyweight
Walt Harris,Daniel Spitz,Walt Harris,1,0,7,1.3,-5.080002,5,-12.7,14,Southpaw vs Orthodox,-7,2,5.080002,-5,12.7,-14,Orthodox vs Southpaw,Heavyweight
Walt Harris,Serghei Spivac,Walt Harris,1,0,11,1.3,5.080002,-10,-2.539993,3,Southpaw vs Orthodox,-11,4,-5.080002,10,2.539993,-3,Orthodox vs Southpaw,Heavyweight
Walt Harris,Aleksei Oleinik,Walt Harris,1,0,-6,1.3,7.619995,10,-7.619995,-54,Southpaw vs Orthodox,6,3.529412,-7.619995,-10,7.619995,54,Orthodox vs Southpaw,Heavyweight
Walt Harris,Nikita Krylov,Nikita Krylov,0,1,9,1.3,5.080002,45,0,-16,Southpaw vs Orthodox,-9,3.333333,-5.080002,-45,0,16,Orthodox vs Southpaw,Heavyweight
Walt Harris,Alistair Overeem,Alistair Overeem,0,1,-3,1.3,2.540009,-15,-7.619995,-43,Southpaw vs Orthodox,3,2.473684,-2.540009,15,7.619995,43,Orthodox vs Southpaw,Heavyweight
Wanderlei Silva,Brian Stann,Wanderlei Silva,1,0,4,2.692308,-5.080002,0,0,30,Orthodox vs Orthodox,-4,2,5.080002,0,0,-30,Orthodox vs Orthodox,Light Heavyweight
War Machine,Jared Rollins,War Machine,1,0,-4,2.8,5.080002,0,,7,Orthodox vs Orthodox,4,2,-5.080002,0,,-7,Orthodox vs Orthodox,Welterweight
War Machine,Yoshiyuki Yoshida,Yoshiyuki Yoshida,0,1,-8,2.8,0,0,,-8,Orthodox vs Southpaw,8,2,0,0,,8,Southpaw vs Orthodox,Welterweight
Warlley Alves,Colby Covington,Warlley Alves,1,0,-3,2.5,0,0,0,1,Orthodox vs Orthodox,3,5.666667,0,0,0,-1,Orthodox vs Orthodox,Welterweight
Warlley Alves,Mounir Lazzez,Warlley Alves,1,0,-3,2.5,-5.080002,0,-10.15999,7,Orthodox vs Orthodox,3,3.666667,5.080002,0,10.15999,-7,Orthodox vs Orthodox,Welterweight
Warlley Alves,Randy Brown,Randy Brown,0,1,-1,2.5,-10.16,0,-15.23999,-1,Orthodox vs Orthodox,1,3.4,10.16,0,15.23999,1,Orthodox vs Orthodox,Welterweight
Warlley Alves,Salim Touahri,Warlley Alves,1,0,-2,2.5,2.539993,0,0,7,Orthodox vs Orthodox,2,2.5,-2.539993,0,0,-7,Orthodox vs Orthodox,Welterweight
Warlley Alves,Nordine Taleb,Warlley Alves,1,0,-10,2.5,-5.080002,0,-5.080002,-1,Orthodox vs Orthodox,10,2.142857,5.080002,0,5.080002,1,Orthodox vs Orthodox,Welterweight
Warlley Alves,James Krause,James Krause,0,1,-5,2.5,-7.62001,0,-2.539993,-16,Orthodox vs Orthodox,5,3.111111,7.62001,0,2.539993,16,Orthodox vs Orthodox,Welterweight
Warlley Alves,Nicolas Dalby,Nicolas Dalby,0,1,-6,2.5,0,0,-5.080002,-5,Orthodox vs Orthodox,6,5.5,0,0,5.080002,5,Orthodox vs Orthodox,Welterweight
Warlley Alves,Jeremiah Wells,Jeremiah Wells,0,1,-4,2.5,5.080002,0,-5.080002,6,Orthodox vs Switch,4,4,-5.080002,0,5.080002,-6,Switch vs Orthodox,Welterweight
Warlley Alves,Bryan Barberena,Bryan Barberena,0,1,-2,2.5,-2.540009,0,0,-8,Orthodox vs Southpaw,2,1.636364,2.540009,0,0,8,Southpaw vs Orthodox,Welterweight
Warlley Alves,Alan Jouban,Warlley Alves,1,0,-9,2.5,-2.540009,0,-2.539993,-3,Orthodox vs Southpaw,9,2.428571,2.540009,0,2.539993,3,Southpaw vs Orthodox,Welterweight
Warlley Alves,Sergio Moraes,Warlley Alves,1,0,-8,2.5,-2.540009,0,0,1,Orthodox vs Orthodox,8,2.333333,2.540009,0,0,-1,Orthodox vs Orthodox,Welterweight
Warlley Alves,Kamaru Usman,Kamaru Usman,0,1,-4,2.5,-2.540009,0,-10.15999,-2,Orthodox vs Switch,4,6.666667,2.540009,0,10.15999,2,Switch vs Orthodox,Welterweight
Wendell Oliveira Marques,Santiago Ponzinibbio,Santiago Ponzinibbio,0,1,4,2.9,-5.080002,0,,2,Orthodox vs Orthodox,-4,4.285714,5.080002,0,,-2,Orthodox vs Orthodox,Welterweight
Wendell Oliveira Marques,Darren Till,Darren Till,0,1,9,2.9,-5.080002,-15,,16,Orthodox vs Southpaw,-9,3.6,5.080002,15,,-16,Southpaw vs Orthodox,Welterweight
Wes Albritton,Tito Ortiz,Tito Ortiz,0,1,,0,-12.7,-17,,-30,Orthodox vs Orthodox,,1.583333,12.7,17,,30,Orthodox vs Orthodox,Lightweight
Wes Combs,Wilson Gouveia,Wilson Gouveia,0,1,6,3.333333,2.540009,20,,4,Orthodox vs Orthodox,-6,1.75,-2.540009,-20,,-4,Orthodox vs Orthodox,Light Heavyweight
Wes Combs,Mike Nickels,Mike Nickels,0,1,-1,3.333333,-5.079987,0,,12,Orthodox vs Orthodox,1,1.8,5.079987,0,,-12,Orthodox vs Orthodox,Light Heavyweight
Wesley Correira,Tim Sylvia,Tim Sylvia,0,1,-3,1.25,-12.7,-5,,-5,Orthodox vs Orthodox,3,3.1,12.7,5,,5,Orthodox vs Orthodox,Heavyweight
Will Brooks,Charles Oliveira,Charles Oliveira,0,1,3,4.5,0,0,-5.080002,-21,Orthodox vs Orthodox,-3,3.777778,0,0,5.080002,21,Orthodox vs Orthodox,Lightweight
Will Brooks,Nik Lentz,Nik Lentz,0,1,-2,4.5,5.080002,10,10.16,-20,Orthodox vs Orthodox,2,2.5,-5.080002,-10,-10.16,20,Orthodox vs Orthodox,Lightweight
Will Brooks,Ross Pearson,Will Brooks,1,0,-2,4.5,5.080002,0,7.62001,-14,Orthodox vs Orthodox,2,1.25,-5.080002,0,-7.62001,14,Orthodox vs Orthodox,Lightweight
Will Brooks,Alex Oliveira,Alex Oliveira,0,1,1,4.5,-2.539993,-15,-10.15999,-12,Orthodox vs Orthodox,-1,1.833333,2.539993,15,10.15999,12,Orthodox vs Orthodox,Lightweight
Will Campuzano,Nick Pace,Nick Pace,0,1,1,2.333333,5.080002,-10,5.080002,9,Orthodox vs Orthodox,-1,2.666667,-5.080002,10,-5.080002,-9,Orthodox vs Orthodox,Bantamweight
Will Campuzano,Justin Scoggins,Justin Scoggins,0,1,6,2.333333,5.080002,0,10.16,4,Orthodox vs Southpaw,-6,2.2,-5.080002,0,-10.16,-4,Southpaw vs Orthodox,Flyweight
