l_FullName,r_FullName,w_FullName,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,l_ctrl_time_sec,r_ctrl_time_sec,result,num_rounds,finish_round,finish_time,l_win,r_win
Dominick Cruz,Marlon Vera,Marlon Vera,0,259,100,249,92,7,2,0,0,3,160,63,156,61,0,0,0,0,65,10,KO/TKO,5,4,2:17,0,1
Dominick Cruz,Demetrious Johnson,Dominick Cruz,0,226,146,120,60,19,10,1,0,0,273,145,177,63,6,1,0,0,761,177,Decision,5,5,5:00,1,0
Dominick Cruz,Pedro Munhoz,Dominick Cruz,0,276,105,274,103,9,1,0,0,1,175,79,170,74,1,0,0,0,6,10,Decision,3,3,5:00,1,0
Dominick Cruz,Casey Kenney,Dominick Cruz,0,229,115,202,89,9,2,0,0,0,193,74,193,74,2,0,0,0,127,26,Decision,3,3,5:00,1,0
Dominick Reyes,Chris Weidman,Dominick Reyes,1,12,9,11,8,0,0,0,0,0,13,10,6,3,4,1,0,0,9,70,KO/TKO,5,1,1:43,1,0
Dominick Reyes,Ovince Saint Preux,Dominick Reyes,1,150,101,142,94,2,0,0,0,0,72,39,71,38,9,1,0,0,86,93,Decision,3,3,5:00,1,0
Dominick Reyes,Ryan Spann,Ryan Spann,0,12,5,12,5,0,0,0,0,1,17,8,17,8,1,0,0,0,0,3,KO/TKO,3,1,1:20,0,1
Don Frye,Mark Hall,Don Frye,0,191,182,28,27,1,1,0,0,0,26,22,2,2,0,0,0,0,0,0,KO/TKO,1,1,0:21,1,0
Don Frye,Brian Johnston,Don Frye,0,48,42,16,11,1,1,0,0,0,39,28,22,11,0,0,0,0,0,0,KO/TKO,1,1,4:37,1,0
Don Frye,Gary Goodridge,Don Frye,0,49,32,30,16,0,0,0,0,0,60,45,26,14,1,1,0,0,0,0,Submission,1,1,1:19,1,0
Don Frye,Mark Hall,Don Frye,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Submission,1,1,0:20,1,0
Don Frye,Gary Goodridge,Don Frye,0,37,27,21,12,0,0,0,1,0,6,2,6,2,3,1,0,0,0,0,KO/TKO,1,1,2:14,1,0
Don Frye,Thomas Ramirez,Don Frye,1,4,3,4,3,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,KO/TKO,1,1,0:08,1,0
Don Madge,Fares Ziam,Don Madge,0,111,72,49,21,12,3,0,0,0,96,70,31,10,4,0,0,0,577,146,Decision,3,3,5:00,1,0
Don Shainis,Sodiq Yusuff,Sodiq Yusuff,0,9,9,3,3,1,0,0,0,0,9,9,9,9,0,0,1,0,11,2,Submission,3,1,0:30,0,1
"Don'Tale Mayes",Augusto Sakai,Augusto Sakai,0,121,77,62,29,1,0,0,0,0,173,107,95,53,2,1,0,0,166,531,Decision,3,3,5:00,0,1
"Don'Tale Mayes",Josh Parisian,"Don'Tale Mayes",0,147,117,41,25,8,6,0,0,0,33,24,16,10,2,0,0,0,692,21,KO/TKO,3,3,3:26,1,0
"Don'Tale Mayes",Rodrigo Nascimento,Rodrigo Nascimento,0,65,42,48,27,0,0,0,0,0,65,45,52,32,2,2,1,0,93,143,Submission,3,2,2:05,0,1
Donald Cerrone,Tony Ferguson,Tony Ferguson,0,185,68,185,68,1,1,0,0,0,200,104,200,104,0,0,0,0,7,0,"TKO - Doctor's Stoppage",3,2,5:00,0,1
Donald Cerrone,Nate Diaz,Nate Diaz,0,193,104,182,96,0,0,0,0,0,391,260,362,238,2,0,0,0,4,64,Decision,3,3,5:00,0,1
Donald Cerrone,Justin Gaethje,Justin Gaethje,0,52,17,52,17,0,0,0,0,1,61,40,61,40,0,0,0,0,0,4,KO/TKO,5,1,4:18,0,1
Donald Cerrone,Yancy Medeiros,Donald Cerrone,3,57,28,57,28,1,0,0,0,0,80,26,79,25,0,0,0,0,21,17,KO/TKO,5,1,4:58,1,0
Donald Cerrone,Anthony Pettis,Anthony Pettis,0,148,62,148,62,8,2,0,0,0,133,81,113,63,1,0,0,0,106,0,Decision,3,3,5:00,0,1
Donald Cerrone,Paul Kelly,Donald Cerrone,0,101,62,74,37,4,3,1,0,0,82,29,75,22,0,0,2,0,211,0,Submission,3,2,3:48,1,0
Donald Cerrone,Mike Perry,Donald Cerrone,0,14,10,13,9,1,0,1,1,0,20,11,20,11,1,1,0,0,40,58,Submission,3,1,4:46,1,0
Donald Cerrone,Leon Edwards,Leon Edwards,0,136,64,131,60,9,1,0,0,0,185,101,166,84,4,0,0,0,163,48,Decision,5,5,5:00,0,1
Donald Cerrone,Rafael Dos Anjos,Rafael Dos Anjos,0,83,43,80,40,1,1,0,0,1,128,58,109,39,6,2,0,0,60,230,Decision,3,3,5:00,0,1
Donald Cerrone,Jeremy Stephens,Donald Cerrone,0,192,87,192,87,3,1,0,0,0,119,50,115,46,3,0,0,0,31,1,Decision,3,3,5:00,1,0
Donald Cerrone,Darren Till,Darren Till,0,24,14,24,14,2,1,0,0,1,55,24,55,24,0,0,0,0,29,4,KO/TKO,5,1,4:20,0,1
Donald Cerrone,Rafael Dos Anjos,Rafael Dos Anjos,0,7,4,7,4,1,0,0,0,0,44,26,44,26,0,0,0,0,0,9,KO/TKO,5,1,1:06,0,1
Donald Cerrone,Jim Miller,Jim Miller,0,36,24,33,21,0,0,0,1,0,48,35,36,24,1,1,1,0,84,63,Submission,3,2,1:32,0,1
Donald Cerrone,Evan Dunham,Donald Cerrone,1,69,34,67,32,2,1,1,1,0,77,29,72,24,4,0,0,1,141,89,Submission,3,2,3:49,1,0
Donald Cerrone,John Makdessi,Donald Cerrone,0,171,71,171,71,0,0,0,0,0,129,72,129,72,0,0,0,0,0,0,KO/TKO,3,2,4:44,1,0
Donald Cerrone,Dennis Siver,Donald Cerrone,2,23,9,23,9,0,0,1,0,0,23,14,21,12,2,0,0,0,10,38,Submission,3,1,2:22,1,0
Donald Cerrone,Conor McGregor,Conor McGregor,0,1,0,1,0,0,0,0,0,1,27,20,26,19,0,0,0,0,0,13,KO/TKO,5,1,0:40,0,1
Donald Cerrone,Anthony Pettis,Anthony Pettis,0,12,4,12,4,0,0,0,0,1,28,18,28,18,0,0,0,0,0,2,KO/TKO,3,1,2:35,0,1
Donald Cerrone,Robbie Lawler,Robbie Lawler,0,185,99,166,82,10,1,0,0,0,164,85,156,77,1,0,0,0,94,21,Decision,3,3,5:00,0,1
Donald Cerrone,Alex Oliveira,Donald Cerrone,0,10,7,6,4,2,1,1,0,0,27,17,24,14,0,0,0,0,33,51,Submission,5,1,2:33,1,0
Donald Cerrone,Patrick Cote,Donald Cerrone,3,140,92,119,73,3,2,1,0,0,111,57,93,46,2,0,0,0,283,0,KO/TKO,3,3,2:35,1,0
Donald Cerrone,Rick Story,Donald Cerrone,1,76,48,73,45,1,1,1,0,0,54,19,51,17,5,1,0,0,43,102,KO/TKO,3,2,2:02,1,0
Donald Cerrone,Myles Jury,Donald Cerrone,0,105,54,83,37,1,1,2,1,0,57,17,53,15,7,1,0,0,221,121,Decision,3,3,5:00,1,0
Donald Cerrone,Al Iaquinta,Donald Cerrone,2,363,140,361,138,0,0,0,0,0,223,90,223,90,5,0,0,0,22,0,Decision,5,5,5:00,1,0
Donald Cerrone,Jorge Masvidal,Jorge Masvidal,0,65,30,65,30,1,0,0,0,2,102,58,102,58,0,0,0,0,0,6,KO/TKO,3,2,1:00,0,1
Donald Cerrone,KJ Noons,Donald Cerrone,0,213,130,152,78,7,4,0,0,0,136,56,122,42,0,0,0,0,348,0,Decision,3,3,5:00,1,0
Donald Cerrone,Jim Miller,Donald Cerrone,1,82,41,78,37,2,0,0,0,0,69,34,65,30,6,1,0,0,21,34,KO/TKO,5,2,3:31,1,0
Donald Cerrone,Benson Henderson,Donald Cerrone,0,126,58,125,57,7,1,0,0,0,162,93,155,86,1,0,0,0,32,0,Decision,3,3,5:00,1,0
Donald Cerrone,Charles Oliveira,Donald Cerrone,0,63,32,60,30,0,0,0,0,0,29,10,29,10,0,0,0,0,12,0,KO/TKO,3,1,3:01,1,0
Donald Cerrone,Melvin Guillard,Donald Cerrone,1,9,4,9,4,0,0,0,0,1,28,10,28,10,0,0,0,0,2,4,KO/TKO,3,1,1:16,1,0
Donald Cerrone,Adriano Martins,Donald Cerrone,1,37,16,37,16,1,1,0,0,0,29,13,29,13,0,0,0,0,6,0,KO/TKO,3,1,4:40,1,0
Donald Cerrone,Alex Morono,Alex Morono,0,36,18,35,17,2,0,0,0,0,90,41,84,35,2,0,0,0,2,47,KO/TKO,3,1,4:40,0,1
Donald Cerrone,Alexander Hernandez,Donald Cerrone,1,163,81,162,80,1,1,0,0,0,110,54,105,49,2,0,0,0,29,22,KO/TKO,3,2,3:43,1,0
Donald Cerrone,Vagner Rocha,Donald Cerrone,0,146,87,145,86,1,0,0,0,0,108,47,106,46,7,1,0,0,40,56,Decision,3,3,5:00,1,0
Dong Hyun Kim,Sean Pierson,Dong Hyun Kim,1,134,61,124,53,4,2,0,0,0,145,54,121,32,2,0,0,0,128,129,Decision,3,3,5:00,1,0
Dong Hyun Kim,Tyron Woodley,Tyron Woodley,0,21,19,4,2,0,0,0,0,1,15,13,15,13,0,0,0,0,0,50,KO/TKO,3,1,1:01,0,1
Dong Hyun Kim,Tarec Saffiedine,Dong Hyun Kim,0,138,64,107,36,8,3,0,0,0,122,68,105,52,6,2,0,0,317,85,Decision,3,3,5:00,1,0
Dong Hyun Kim,Paulo Thiago,Dong Hyun Kim,0,104,76,40,22,6,3,2,0,0,12,4,10,2,0,0,0,0,732,17,Decision,3,3,5:00,1,0
Dong Hyun Kim,Dominic Waters,Dong Hyun Kim,0,95,91,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,120,53,KO/TKO,3,1,3:11,1,0
Dong Hyun Kim,Amir Sadollah,Dong Hyun Kim,0,58,45,40,30,8,6,0,0,0,53,25,38,10,0,0,0,0,743,9,Decision,3,3,5:00,1,0
Dong Hyun Kim,Erick Silva,Dong Hyun Kim,1,50,30,31,11,4,1,0,0,0,63,31,60,28,0,0,0,0,240,22,KO/TKO,3,2,3:01,1,0
Dong Hyun Kim,Demian Maia,Demian Maia,0,8,8,8,8,0,0,0,0,0,3,3,1,1,3,1,0,0,0,41,KO/TKO,3,1,0:47,0,1
Dong Hyun Kim,Jason Tan,Dong Hyun Kim,0,175,159,92,77,3,3,0,0,0,32,20,14,2,6,0,0,0,450,109,KO/TKO,3,3,0:25,1,0
Dong Hyun Ma,"Brendan O'Reilly",Dong Hyun Ma,0,116,98,32,21,4,4,0,1,0,85,70,38,25,2,0,1,2,595,221,Decision,3,3,5:00,1,0
Dong Hyun Ma,Devonte Smith,Devonte Smith,0,9,1,9,1,0,0,0,0,1,43,19,43,19,0,0,0,0,0,2,KO/TKO,3,1,3:53,0,1
Dong Hyun Ma,Marco Polo Reyes,Marco Polo Reyes,0,214,99,197,83,3,2,0,0,2,312,147,299,135,0,0,0,0,88,84,KO/TKO,3,3,1:52,0,1
Dong Hyun Ma,Dominique Steele,Dominique Steele,0,79,52,42,19,3,0,0,0,1,114,84,61,36,4,4,0,0,76,372,KO/TKO,3,3,0:27,0,1
Dong Hyun Ma,Omar Morales,Omar Morales,0,63,21,56,15,0,0,0,0,1,123,60,89,32,1,1,0,0,0,365,Decision,3,3,5:00,0,1
Donnie Chappell,Tony Fryklund,Tony Fryklund,0,8,5,2,0,0,0,0,0,0,15,11,8,5,1,1,1,0,0,0,Submission,1,1,1:31,0,1
Dooho Choi,Sam Sicilia,Dooho Choi,1,26,18,26,18,0,0,0,0,0,19,8,19,8,1,0,0,0,7,0,KO/TKO,3,1,1:33,1,0
Dooho Choi,Juan Manuel Puig,Dooho Choi,1,15,10,15,10,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,KO/TKO,3,1,0:18,1,0
Dooho Choi,Jeremy Stephens,Jeremy Stephens,0,80,45,79,44,0,0,0,0,1,133,49,133,49,0,0,0,0,4,11,KO/TKO,5,2,2:36,0,1
Dooho Choi,Charles Jourdain,Charles Jourdain,1,96,44,94,42,0,0,0,0,2,140,75,129,64,0,0,0,0,68,21,KO/TKO,3,2,4:32,0,1
Dooho Choi,Cub Swanson,Cub Swanson,0,170,87,160,77,5,1,0,0,0,226,122,210,111,5,2,0,1,53,150,Decision,3,3,5:00,0,1
Dooho Choi,Thiago Tavares,Dooho Choi,1,11,6,7,4,0,0,0,0,0,17,13,5,2,2,2,0,0,17,118,KO/TKO,3,1,2:42,1,0
Doug Evans,Roger Huerta,Roger Huerta,0,72,36,51,20,5,4,0,0,0,107,60,78,34,6,0,0,1,172,183,KO/TKO,3,2,3:30,0,1
Douglas Silva de Andrade,Zubaira Tukhugov,Zubaira Tukhugov,0,97,27,97,27,0,0,0,0,0,102,41,95,35,6,3,0,0,0,43,Decision,3,3,5:00,0,1
Douglas Silva de Andrade,Petr Yan,Petr Yan,0,77,28,77,28,1,0,0,0,0,145,101,118,76,4,3,1,0,0,217,KO/TKO,3,2,5:00,0,1
Douglas Silva de Andrade,Cody Stamann,Douglas Silva de Andrade,0,189,72,178,61,1,0,0,0,1,152,66,139,54,5,1,0,0,0,119,Decision,3,3,5:00,1,0
Douglas Silva de Andrade,Marlon Vera,Douglas Silva de Andrade,0,234,99,232,97,3,1,0,0,0,195,75,191,72,0,0,0,0,35,1,Decision,3,3,5:00,1,0
Drakkar Klose,Devin Powell,Drakkar Klose,0,163,114,110,68,2,2,0,0,0,102,44,80,22,0,0,0,0,486,7,Decision,3,3,5:00,1,0
Drakkar Klose,David Teymur,David Teymur,0,118,55,100,39,7,2,0,0,0,164,71,137,52,3,1,0,0,16,49,Decision,3,3,5:00,0,1
Drakkar Klose,Lando Vannata,Drakkar Klose,0,118,73,98,55,4,1,0,0,0,150,66,133,50,4,1,0,0,198,62,Decision,3,3,5:00,1,0
Drako Rodriguez,Aiemann Zahabi,Aiemann Zahabi,0,35,13,33,11,0,0,0,0,1,11,9,11,9,0,0,0,0,0,10,KO/TKO,3,1,3:05,0,1
Drew Dober,Sean Spencer,Sean Spencer,0,236,67,226,61,11,0,0,0,0,274,109,270,105,1,0,0,0,184,52,Decision,3,3,5:00,0,1
Drew Dober,Matt Frevola,Matt Frevola,0,59,20,59,20,0,0,0,0,1,79,39,75,35,1,0,0,0,0,8,KO/TKO,3,1,4:08,0,1
Drew Dober,Jon Tuck,Drew Dober,0,208,122,136,60,2,2,0,0,0,81,39,75,33,1,0,1,0,467,0,Decision,3,3,5:00,1,0
Drew Dober,Bobby Green,Drew Dober,1,121,34,121,34,1,0,0,0,0,145,75,142,73,1,0,0,0,7,11,KO/TKO,3,2,2:45,1,0
Drew Dober,Scott Holtzman,Drew Dober,0,119,63,88,36,14,5,0,0,0,115,79,69,38,5,2,0,0,315,239,Decision,3,3,5:00,1,0
Drew Dober,Marco Polo Reyes,Drew Dober,1,29,17,27,16,0,0,0,0,0,14,5,14,5,1,0,0,0,5,0,KO/TKO,3,1,1:07,1,0
Drew Dober,Nasrat Haqparast,Drew Dober,1,26,13,26,13,0,0,0,0,0,11,7,11,7,0,0,0,0,6,0,KO/TKO,3,1,1:10,1,0
Drew Dober,Jamie Varner,Drew Dober,0,14,7,12,5,0,0,1,0,0,10,4,10,4,2,0,0,0,40,0,Submission,3,1,1:52,1,0
Drew Dober,Terrance McKinney,Drew Dober,1,52,31,37,17,1,0,0,0,1,74,43,61,36,3,2,0,0,24,93,KO/TKO,3,1,3:17,1,0
Drew Dober,Alexander Hernandez,Drew Dober,0,149,65,145,61,0,0,0,0,0,115,41,108,34,5,3,0,0,11,67,KO/TKO,3,2,4:25,1,0
Drew Dober,Brad Riddell,Brad Riddell,0,173,78,168,73,5,1,0,1,0,161,113,137,89,11,5,0,0,65,150,Decision,3,3,5:00,0,1
Drew Dober,Efrain Escudero,Efrain Escudero,0,3,0,3,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,22,Submission,3,1,0:54,0,1
Drew Dober,Jason Gonzalez,Drew Dober,1,45,23,41,20,1,0,0,0,0,30,10,30,10,0,0,0,0,11,0,KO/TKO,3,1,1:45,1,0
Drew Dober,Nick Hein,Nick Hein,0,178,97,127,49,4,0,0,0,0,148,87,105,50,6,2,0,0,179,255,Decision,3,3,5:00,0,1
Drew Dober,Islam Makhachev,Islam Makhachev,0,24,14,20,10,0,0,0,0,0,119,102,25,15,4,3,2,0,12,566,Submission,3,3,1:37,0,1
Drew Fickett,Kurt Pellegrino,Drew Fickett,0,92,70,35,18,1,1,2,1,0,114,84,47,25,9,5,0,0,36,435,Submission,3,3,1:20,1,0
Drew Fickett,Josh Neer,Drew Fickett,0,8,6,3,1,3,2,1,0,0,0,0,0,0,1,0,0,0,70,0,Submission,3,1,1:35,1,0
Drew Fickett,Josh Koscheck,Drew Fickett,1,45,33,17,5,0,0,3,0,0,106,95,16,8,6,6,0,0,16,754,Submission,3,3,4:28,1,0
Drew Fickett,Karo Parisyan,Karo Parisyan,0,145,63,128,47,7,1,0,0,0,196,101,147,56,4,3,0,0,72,285,Decision,3,3,5:00,0,1
Drew Fickett,Keita Nakamura,Drew Fickett,0,241,132,174,79,5,2,0,0,0,118,49,88,32,2,2,0,1,404,181,Decision,3,3,5:00,1,0
Drew McFedries,Jordan Radev,Drew McFedries,1,10,6,10,6,0,0,0,0,0,2,1,2,1,0,0,0,0,3,0,KO/TKO,3,1,0:33,1,0
Drew McFedries,Alessio Sakara,Drew McFedries,1,63,36,57,30,1,1,0,0,0,59,33,58,32,2,0,0,0,33,11,KO/TKO,3,1,4:07,1,0
Dricus Du Plessis,Trevin Giles,Dricus Du Plessis,1,49,26,48,25,4,2,0,1,0,32,10,32,10,0,0,0,0,94,12,KO/TKO,3,2,1:41,1,0
Dricus Du Plessis,Markus Perez,Dricus Du Plessis,1,58,26,58,26,0,0,0,0,0,43,14,43,14,0,0,0,0,2,0,KO/TKO,3,1,3:22,1,0
Dricus Du Plessis,Brad Tavares,Dricus Du Plessis,0,222,123,212,113,7,0,0,0,0,167,98,150,82,1,0,0,0,78,121,Decision,3,3,5:00,1,0
Dricus Du Plessis,Darren Till,Dricus Du Plessis,0,197,117,147,86,6,6,3,0,0,94,58,70,35,1,1,0,1,333,23,Submission,3,3,2:43,1,0
Dricus Du Plessis,Robert Whittaker,Dricus Du Plessis,1,118,74,104,62,1,1,0,0,0,71,32,70,31,1,1,0,0,57,23,KO/TKO,3,2,2:23,1,0
Duane Ludwig,Che Mills,Che Mills,0,13,5,10,2,0,0,0,0,0,25,16,13,8,2,2,0,0,0,125,KO/TKO,3,1,2:28,0,1
Duane Ludwig,Genki Sudo,Duane Ludwig,0,101,73,57,38,0,0,0,0,0,96,52,63,24,6,3,0,0,247,409,Decision,3,3,5:00,1,0
Duane Ludwig,Jim Miller,Jim Miller,0,28,3,27,2,0,0,0,0,1,28,11,23,6,0,0,1,0,21,15,Submission,3,1,2:31,0,1
Duane Ludwig,Nick Osipczak,Duane Ludwig,0,238,106,231,99,4,0,0,0,2,135,84,110,60,5,2,0,0,63,237,Decision,3,3,5:00,1,0
Duane Ludwig,Amir Sadollah,Duane Ludwig,0,331,125,328,123,2,1,0,0,0,257,96,256,95,8,0,0,0,99,59,Decision,3,3,5:00,1,0
Duane Ludwig,Josh Neer,Josh Neer,0,53,30,46,24,0,0,0,0,0,21,6,20,5,3,1,1,0,10,69,Submission,3,1,3:04,0,1
Dusko Todorovic,Dequan Townsend,Dusko Todorovic,0,167,109,134,85,2,1,0,0,0,49,21,41,13,0,0,0,0,205,18,KO/TKO,3,2,3:15,1,0
Dusko Todorovic,Jordan Wright,Dusko Todorovic,0,132,107,80,61,4,0,0,0,0,83,66,41,25,5,3,1,0,71,303,KO/TKO,3,2,3:12,1,0
Dustin Hazelett,Diego Saraiva,Dustin Hazelett,0,147,83,105,44,1,1,1,0,0,78,59,32,14,8,4,0,0,254,344,Decision,3,3,5:00,1,0
Dustin Hazelett,Tamdan McCrory,Dustin Hazelett,0,24,13,21,10,0,0,3,0,0,28,15,28,15,0,0,0,0,0,74,Submission,3,1,3:59,1,0
Dustin Hazelett,Stevie Lynch,Dustin Hazelett,0,34,20,34,20,0,0,1,0,0,28,7,28,7,0,0,0,0,17,19,Submission,3,1,2:50,1,0
Dustin Hazelett,Rick Story,Rick Story,0,17,7,17,7,2,0,2,0,1,169,132,110,75,3,3,0,0,0,308,KO/TKO,3,2,1:15,0,1
Dustin Hazelett,Josh Koscheck,Josh Koscheck,0,63,24,59,20,0,0,2,0,1,60,25,59,24,1,1,0,0,0,72,KO/TKO,3,2,1:24,0,1
Dustin Jacoby,Khalil Rountree Jr.,Khalil Rountree Jr.,0,257,122,255,120,3,0,0,0,0,241,88,237,85,0,0,0,0,5,0,Decision,3,3,5:00,0,1
Dustin Jacoby,Justin Ledet,Dustin Jacoby,2,38,22,38,22,0,0,0,0,0,31,10,31,10,0,0,0,0,11,0,KO/TKO,3,1,2:38,1,0
Dustin Jacoby,Darren Stewart,Dustin Jacoby,0,63,38,61,37,1,0,0,0,0,37,22,33,18,2,2,0,0,23,43,KO/TKO,3,1,3:04,1,0
Dustin Jacoby,Da Woon Jung,Dustin Jacoby,1,23,14,23,14,0,0,0,0,0,39,14,39,14,0,0,0,0,0,0,KO/TKO,3,1,3:13,1,0
Dustin Jacoby,Kennedy Nzechukwu,Dustin Jacoby,1,33,10,33,10,0,0,0,0,0,18,4,18,4,0,0,0,0,4,0,KO/TKO,3,1,1:22,1,0
Dustin Jacoby,Michal Oleksiejczuk,Dustin Jacoby,0,269,107,243,89,2,1,0,0,0,176,72,173,69,2,1,0,0,190,17,Decision,3,3,5:00,1,0
Dustin Jacoby,Clifford Starks,Clifford Starks,0,89,35,72,18,0,0,0,0,0,147,81,82,26,3,3,0,0,0,352,Decision,3,3,5:00,0,1
Dustin Jacoby,Azamat Murzakanov,Azamat Murzakanov,0,167,96,131,64,6,1,0,0,1,130,70,127,67,5,1,0,0,186,16,Decision,3,3,5:00,0,1
Dustin Kimura,George Roop,George Roop,0,45,19,31,7,6,3,0,0,0,135,74,109,53,2,2,0,0,144,485,Decision,3,3,5:00,0,1
Dustin Ortiz,Wilson Reis,Wilson Reis,0,152,64,130,45,6,1,0,0,0,186,96,125,48,23,9,0,0,15,411,Decision,3,3,5:00,0,1
Dustin Ortiz,Alexandre Pantoja,Dustin Ortiz,0,147,92,80,36,12,7,0,2,0,79,49,49,19,1,1,2,2,290,438,Decision,3,3,5:00,1,0
Dustin Ortiz,Justin Scoggins,Dustin Ortiz,0,134,100,64,39,7,2,0,2,0,45,32,37,24,8,5,3,0,443,283,Decision,3,3,5:00,1,0
Dustin Ortiz,Hector Sandoval,Dustin Ortiz,1,10,8,10,8,0,0,0,0,0,6,1,6,1,0,0,0,0,2,0,KO/TKO,3,1,0:15,1,0
Dustin Pague,Jared Papazian,Dustin Pague,0,12,9,9,6,1,1,1,0,0,22,12,17,7,0,0,0,0,155,0,Submission,3,1,3:21,1,0
Dustin Pague,Ken Stone,Ken Stone,0,96,47,90,41,3,0,0,0,0,149,88,119,63,3,0,0,0,1,306,Decision,3,3,5:00,0,1
Dustin Poirier,Chan Sung Jung,Chan Sung Jung,0,146,70,127,56,4,0,0,2,0,240,149,154,74,4,4,3,0,231,302,Submission,5,4,1:07,0,1
Dustin Poirier,Cub Swanson,Cub Swanson,0,158,70,140,58,9,2,0,0,0,150,80,126,58,2,2,0,0,242,181,Decision,3,3,5:00,0,1
Dustin Poirier,Jason Young,Dustin Poirier,0,154,84,146,77,9,5,0,0,0,208,102,161,57,0,0,0,0,280,51,Decision,3,3,5:00,1,0
Dustin Stoltzfus,Rodolfo Vieira,Rodolfo Vieira,0,209,83,192,67,3,0,0,1,0,93,52,88,49,4,3,1,0,9,130,Submission,3,3,1:54,0,1
Dwayne Cason,Mark Kerr,Mark Kerr,0,0,0,0,0,0,0,0,0,0,11,9,7,5,1,1,1,0,0,0,Submission,1,1,0:53,0,1
Dwayne Cason,Houston Dorr,Dwayne Cason,0,36,25,22,11,1,1,0,0,0,15,11,2,1,0,0,0,0,0,0,KO/TKO,1,1,3:43,1,0
Dwight Grant,Sergey Khandozhko,Sergey Khandozhko,1,115,47,110,42,1,1,0,0,2,125,49,125,49,1,1,0,0,20,48,KO/TKO,3,2,4:15,0,1
Dwight Grant,Alan Jouban,Dwight Grant,0,123,39,122,38,0,0,0,0,0,101,25,100,24,2,1,0,0,0,29,Decision,3,3,5:00,1,0
Dwight Grant,Dustin Stoltzfus,Dustin Stoltzfus,0,102,54,100,52,0,0,0,0,0,173,102,112,49,5,2,0,0,0,257,Decision,3,3,5:00,0,1
Dwight Grant,Daniel Rodriguez,Daniel Rodriguez,1,72,31,68,30,0,0,0,0,3,32,15,32,15,0,0,0,0,53,2,KO/TKO,3,1,2:24,0,1
Dwight Grant,Francisco Trinaldo,Francisco Trinaldo,0,145,41,133,31,1,1,0,0,0,101,61,70,36,3,1,0,0,11,285,Decision,3,3,5:00,0,1
Dwight Grant,Zak Ottow,Zak Ottow,0,93,33,84,25,1,1,0,0,0,82,22,71,14,6,1,0,0,20,174,Decision,3,3,5:00,0,1
Dwight Grant,Stefan Sekulic,Dwight Grant,0,160,52,156,49,1,1,0,0,0,59,39,52,33,7,3,1,0,25,124,Decision,3,3,5:00,1,0
Dwight Grant,Carlo Pedersoli Jr.,Dwight Grant,1,55,22,53,20,0,0,0,0,0,45,17,45,17,5,1,0,0,5,19,KO/TKO,3,1,4:59,1,0
Dylan Andrews,Jimmy Quinlan,Dylan Andrews,1,40,33,24,20,0,0,0,0,0,10,7,10,7,4,1,0,0,8,167,KO/TKO,3,1,3:22,1,0
Dylan Andrews,Brad Scott,Brad Scott,2,63,32,56,25,2,1,1,0,0,100,64,75,42,4,1,1,1,43,305,Submission,3,2,4:54,0,1
Dylan Andrews,Clint Hester,Clint Hester,0,36,18,31,13,4,2,0,0,0,75,44,58,27,1,1,0,0,146,210,"TKO - Doctor's Stoppage",3,2,5:00,0,1
Ebenezer Fontes Braga,Jeremy Horn,Ebenezer Fontes Braga,0,26,17,16,9,1,1,1,0,0,13,11,5,3,0,0,0,0,0,0,Submission,1,1,3:27,1,0
Ed Herman,Rafael Natal,Ed Herman,0,117,78,87,51,4,1,0,0,0,114,71,73,35,6,1,0,0,178,286,Decision,3,3,5:00,1,0
Ed Herman,David Loiseau,Ed Herman,0,210,189,84,71,9,5,0,0,0,18,8,16,6,0,0,0,0,715,34,Decision,3,3,5:00,1,0
Ed Herman,Mike Rodriguez,Ed Herman,0,84,51,73,40,4,2,1,1,2,149,114,124,89,1,0,0,0,249,196,Submission,3,3,2:41,1,0
Ed Herman,Demian Maia,Demian Maia,0,62,44,32,15,1,1,0,1,0,46,35,21,15,8,1,3,2,228,184,Submission,3,2,2:27,0,1
Ed Herman,Scott Smith,Ed Herman,0,78,53,43,24,5,3,2,0,0,16,12,6,3,0,0,2,0,383,16,Submission,3,2,2:25,1,0
Ed Herman,Alonzo Menifield,Alonzo Menifield,0,127,42,126,41,0,0,0,0,0,141,94,140,93,1,1,0,0,1,48,Decision,3,3,5:00,0,1
Ed Herman,Aaron Simpson,Aaron Simpson,0,39,14,32,7,0,0,0,0,1,66,39,50,25,3,3,0,0,0,186,KO/TKO,3,2,0:17,0,1
Ed Herman,Nikita Krylov,Nikita Krylov,0,65,36,55,26,1,1,0,0,1,128,70,118,60,0,0,0,0,25,55,KO/TKO,3,2,0:40,0,1
