l_FullName,r_FullName,w_FullName,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,l_ctrl_time_sec,r_ctrl_time_sec,result,num_rounds,finish_round,finish_time,l_win,r_win
Stephen Thompson,Robert Whittaker,Stephen Thompson,1,81,39,80,38,0,0,0,0,0,66,19,66,19,0,0,0,0,7,0,KO/TKO,3,1,3:43,1,0
Stephen Thompson,Darren Till,Darren Till,0,127,31,126,30,1,0,0,0,1,129,40,126,38,0,0,0,0,0,14,Decision,5,5,5:00,0,1
Steve Berger,Tony DeSouza,Tony DeSouza,0,129,108,18,2,0,0,3,1,0,71,51,48,28,5,5,0,0,67,599,Decision,3,3,5:00,0,1
Steve Berger,Robbie Lawler,Robbie Lawler,0,54,28,37,11,3,1,0,0,1,62,39,51,28,1,1,0,0,26,122,KO/TKO,3,2,0:27,0,1
Steve Bosse,Thiago Santos,Thiago Santos,0,1,0,1,0,0,0,0,0,1,4,3,4,3,0,0,0,0,0,1,KO/TKO,3,1,0:29,0,1
Steve Bosse,James Te Huna,Steve Bosse,1,12,5,12,5,0,0,0,0,0,7,1,7,1,0,0,0,0,1,0,KO/TKO,3,1,0:52,1,0
Steve Bosse,"Sean O'Connell",Steve Bosse,0,202,120,172,93,3,1,0,0,1,209,124,167,84,3,0,0,0,162,192,Decision,3,3,5:00,1,0
Steve Bruno,Matthew Riddle,Matthew Riddle,0,53,40,35,22,1,1,0,0,0,321,276,81,48,7,4,0,0,23,671,Decision,3,3,5:00,0,1
Steve Bruno,Chris Wilson,Chris Wilson,0,21,8,18,5,13,1,0,0,3,142,111,72,47,2,2,2,0,68,540,Decision,3,3,5:00,0,1
Steve Bruno,Johnny Rees,Steve Bruno,0,47,37,18,10,6,3,1,0,0,65,49,52,36,4,1,0,0,301,150,Submission,3,2,3:44,1,0
Steve Byrnes,Logan Clark,Logan Clark,0,64,45,35,18,5,3,4,1,0,219,183,55,40,0,0,2,1,538,229,Decision,3,3,5:00,0,1
Steve Cantwell,Cyrille Diabate,Cyrille Diabate,0,112,33,105,28,7,1,0,0,1,225,170,198,146,1,1,0,0,85,97,Decision,3,3,5:00,0,1
Steve Cantwell,Riki Fukuda,Riki Fukuda,0,151,49,148,47,1,1,1,0,0,310,187,242,124,6,3,0,0,12,216,Decision,3,3,5:00,0,1
Steve Cantwell,Mike Massenzio,Mike Massenzio,0,184,76,164,56,0,0,1,0,0,167,80,164,78,11,1,0,0,10,208,Decision,3,3,5:00,0,1
Steve Cantwell,Brian Stann,Brian Stann,0,155,36,154,35,1,0,0,0,0,184,50,178,44,5,0,0,0,0,6,Decision,3,3,5:00,0,1
Steve Garcia,Chase Hooper,Steve Garcia,3,46,31,44,29,0,0,0,0,0,32,10,30,10,1,0,0,0,17,0,KO/TKO,3,1,1:32,1,0
Steve Garcia,Charlie Ontiveros,Steve Garcia,0,87,70,49,34,5,3,0,0,2,34,15,23,7,0,0,0,0,355,8,KO/TKO,3,2,1:51,1,0
Steve Garcia,Luis Pena,Luis Pena,0,153,98,39,21,1,1,1,0,0,95,58,42,27,1,0,1,0,14,842,Decision,3,3,5:00,0,1
Steve Garcia,Shayilan Nuerdanbieke,Steve Garcia,1,77,50,40,17,0,0,0,0,1,63,31,35,18,2,1,0,0,15,214,KO/TKO,3,2,0:36,1,0
Steve Judson,Brad Kohler,Brad Kohler,0,0,0,0,0,0,0,0,0,1,3,3,3,3,1,1,0,0,1,8,KO/TKO,3,1,0:30,0,1
Steve Judson,Tedd Williams,Tedd Williams,0,36,21,27,14,1,0,0,0,1,23,13,19,9,0,0,0,0,18,42,KO/TKO,3,1,3:23,0,1
Steve Kennedy,Peter Sobotta,Peter Sobotta,0,12,3,12,3,1,0,0,0,0,14,7,13,6,2,2,1,0,29,81,Submission,3,1,2:57,0,1
Steve Kennedy,Richard Walsh,Richard Walsh,0,128,61,102,38,8,3,0,0,0,214,132,170,93,0,0,0,0,263,268,Decision,3,3,5:00,0,1
Steve Lopez,Waylon Lowe,Waylon Lowe,0,117,68,71,23,0,0,0,0,0,118,74,61,26,7,5,0,0,0,412,Decision,3,3,5:00,0,1
Steve Lopez,Jim Miller,Jim Miller,0,59,15,49,6,0,0,0,0,1,97,40,87,30,1,0,1,0,0,138,KO/TKO,3,2,0:48,0,1
Steve Montgomery,Tony Sims,Tony Sims,0,32,13,28,9,0,0,0,0,1,21,12,19,10,1,0,0,0,0,33,KO/TKO,3,1,2:43,0,1
Steven Graham,Dmitri Stepanov,Steven Graham,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,Submission,1,1,1:30,1,0
Steven Koslow,Cameron Saaiman,Cameron Saaiman,0,42,20,29,11,9,5,1,2,0,149,105,89,53,0,0,0,6,280,389,KO/TKO,3,3,4:13,0,1
Stevie Ray,Leonardo Santos,Leonardo Santos,0,11,2,11,2,0,0,0,0,1,16,12,16,12,0,0,0,0,0,1,KO/TKO,3,1,2:17,0,1
Stipe Miocic,Stefan Struve,Stefan Struve,0,95,48,95,48,3,1,0,0,0,128,57,128,57,0,0,0,0,3,0,KO/TKO,5,2,3:50,0,1
Stipe Miocic,Francis Ngannou,Francis Ngannou,0,13,12,13,12,1,0,0,0,2,58,38,56,36,2,1,0,0,4,22,KO/TKO,5,2,0:52,0,1
Stipe Miocic,Francis Ngannou,Stipe Miocic,0,244,200,95,70,14,6,0,0,0,126,33,113,21,1,0,1,0,905,2,Decision,5,5,5:00,1,0
Stipe Miocic,Fabricio Werdum,Stipe Miocic,1,31,20,31,20,0,0,0,0,0,33,15,33,15,1,0,0,0,2,0,KO/TKO,5,1,2:47,1,0
Stipe Miocic,Roy Nelson,Stipe Miocic,0,197,129,172,106,8,1,0,0,0,130,25,127,23,1,0,0,0,125,21,Decision,3,3,5:00,1,0
Stipe Miocic,Alistair Overeem,Stipe Miocic,0,60,34,60,34,1,1,0,0,1,17,9,17,9,0,0,1,0,21,6,KO/TKO,5,1,4:27,1,0
Sultan Aliev,Bojan Velickovic,Sultan Aliev,0,105,86,26,15,3,2,0,1,0,160,126,53,22,1,0,1,0,552,24,Decision,3,3,5:00,1,0
Sultan Aliev,Kenny Robertson,Kenny Robertson,0,14,8,14,8,0,0,0,0,1,33,14,33,14,3,0,0,0,22,29,KO/TKO,3,1,2:42,0,1
Sultan Aliev,Keita Nakamura,Sultan Aliev,0,70,32,63,25,7,2,0,0,0,109,57,81,29,1,0,0,0,346,18,Decision,3,3,5:00,1,0
Sultan Aliev,Warlley Alves,Warlley Alves,0,30,14,28,12,3,1,0,0,0,78,54,50,29,1,0,0,0,127,204,"TKO - Doctor's Stoppage",3,2,5:00,0,1
Suman Mokhtarian,Sodiq Yusuff,Sodiq Yusuff,0,10,6,9,5,0,0,0,0,0,66,44,43,23,0,0,0,0,34,57,KO/TKO,3,1,2:14,0,1
Sung Bin Jo,Daniel Teymur,Daniel Teymur,0,65,23,63,21,3,1,1,0,0,93,49,83,40,6,1,0,0,9,236,Decision,3,3,5:00,0,1
Syuri Kondo,Yan Xiaonan,Yan Xiaonan,0,221,86,221,86,0,0,0,0,0,333,150,331,150,1,0,0,0,0,0,Decision,3,3,5:00,0,1
Syuri Kondo,Ashley Yoder,Ashley Yoder,0,56,35,40,23,0,0,1,0,0,194,147,100,75,5,1,0,0,20,774,Decision,3,3,5:00,0,1
Tabatha Ricci,Polyana Viana,Tabatha Ricci,0,126,72,73,33,10,5,0,0,0,212,126,97,36,0,0,0,0,571,9,Decision,3,3,5:00,1,0
Tabatha Ricci,Gillian Robertson,Tabatha Ricci,0,318,101,315,100,8,3,0,0,0,225,78,219,76,4,1,0,0,38,26,Decision,3,3,5:00,1,0
Tae Hyun Bang,Jon Tuck,Jon Tuck,0,34,12,34,12,1,1,0,0,1,31,13,31,13,0,0,1,0,0,62,Submission,3,1,3:56,0,1
Tae Hyun Bang,Kajan Johnson,Tae Hyun Bang,2,113,40,107,34,1,0,0,2,0,91,29,91,29,9,4,0,1,95,105,KO/TKO,3,3,2:01,1,0
Tae Hyun Bang,Leo Kuntz,Tae Hyun Bang,1,124,68,109,54,1,1,2,1,0,137,74,91,31,12,3,1,0,25,384,Decision,3,3,5:00,1,0
Tae Hyun Bang,Mairbek Taisumov,Mairbek Taisumov,0,71,31,66,26,1,0,0,0,0,107,48,87,33,7,5,0,0,8,229,Decision,3,3,5:00,0,1
Tafon Nchukwi,Mike Rodriguez,Tafon Nchukwi,0,240,145,199,116,3,3,0,0,0,156,59,144,49,0,0,0,0,285,2,Decision,3,3,5:00,1,0
Tafon Nchukwi,Carlos Ulberg,Carlos Ulberg,0,4,3,4,3,0,0,0,0,1,19,15,19,15,0,0,0,0,0,4,KO/TKO,3,1,1:15,0,1
Tafon Nchukwi,JunYong Park,JunYong Park,0,144,64,136,58,2,1,0,0,0,155,79,145,71,5,2,2,0,34,229,Decision,3,3,5:00,0,1
Tafon Nchukwi,Jamie Pickett,Tafon Nchukwi,1,234,159,187,120,2,0,0,0,0,81,40,81,40,4,1,0,0,171,34,Decision,3,3,5:00,1,0
Tai Bowden,Jack Nilson,Tai Bowden,,,,,,,,,,,,,,,,,,,0,0,KO/TKO,1,1,4:46,1,0
Tai Bowden,Steve Nelmark,Steve Nelmark,0,20,20,4,4,0,0,0,0,0,43,39,16,13,2,2,1,0,0,0,"TKO - Doctor's Stoppage",1,1,7:25,0,1
Tai Tuivasa,Alexander Volkov,Alexander Volkov,0,69,30,67,28,0,0,0,0,1,164,107,143,93,1,0,1,0,0,155,Submission,3,2,4:37,0,1
Taila Santos,Joanne Wood,Taila Santos,2,67,36,60,30,0,0,2,0,0,72,30,68,27,0,0,0,0,77,0,Submission,3,1,4:49,1,0
Taila Santos,Valentina Shevchenko,Valentina Shevchenko,0,180,128,102,55,3,3,3,2,0,309,234,139,77,5,3,1,0,529,255,Decision,5,5,5:00,0,1
Takanori Gomi,Dong Hyun Ma,Dong Hyun Ma,0,3,2,3,2,0,0,0,0,1,20,13,20,13,0,0,0,0,0,7,KO/TKO,3,1,1:30,0,1
Takanori Gomi,Joe Lauzon,Joe Lauzon,0,24,7,24,7,0,0,0,0,0,39,25,26,15,1,1,0,0,0,67,KO/TKO,3,1,2:37,0,1
Takanori Gomi,Eiji Mitsuoka,Takanori Gomi,0,156,95,107,48,0,0,0,0,1,69,34,66,32,4,1,1,0,26,88,KO/TKO,3,2,2:21,1,0
Takanori Gomi,Myles Jury,Myles Jury,0,4,1,4,1,0,0,0,0,1,23,10,23,10,1,0,0,0,0,5,KO/TKO,3,1,1:32,0,1
Takanori Gomi,Tyson Griffin,Takanori Gomi,1,15,5,15,5,0,0,0,0,0,14,3,14,3,0,0,0,0,4,0,KO/TKO,3,1,1:04,1,0
Takanori Gomi,Isaac Vallie-Flagg,Takanori Gomi,0,263,153,240,130,0,0,0,1,0,322,211,217,107,2,1,0,0,232,71,Decision,3,3,5:00,1,0
Takanori Gomi,Clay Guida,Clay Guida,0,81,14,81,14,0,0,0,0,0,69,16,61,12,9,3,2,0,32,108,Submission,3,2,4:27,0,1
Takanori Gomi,Jon Tuck,Jon Tuck,0,5,0,5,0,0,0,0,0,0,13,7,13,7,0,0,1,0,0,38,Submission,3,1,1:12,0,1
Takanori Gomi,Diego Sanchez,Diego Sanchez,0,180,81,180,81,0,0,0,0,0,149,68,145,65,5,2,1,0,3,20,Decision,3,3,5:00,0,1
Takanori Gomi,Jim Miller,Jim Miller,0,5,1,5,1,0,0,0,0,0,32,13,26,8,1,1,0,0,0,93,KO/TKO,3,1,2:18,0,1
Takashi Sato,Jason Witt,Takashi Sato,1,21,18,21,18,0,0,0,0,0,5,2,5,2,1,0,0,0,11,0,KO/TKO,3,1,0:48,1,0
Takashi Sato,Ben Saunders,Takashi Sato,1,74,33,69,28,0,0,0,0,0,91,47,90,46,0,0,0,0,17,25,KO/TKO,3,2,1:18,1,0
Takenori Sato,Erick Silva,Erick Silva,0,0,0,0,0,2,0,0,0,0,21,21,18,18,0,0,0,0,0,1,KO/TKO,3,1,0:52,0,1
Takeya Mizugaki,Eddie Wineland,Eddie Wineland,0,40,13,40,13,0,0,0,0,2,32,9,32,9,0,0,0,0,0,6,KO/TKO,3,1,3:04,0,1
Takeya Mizugaki,Erik Perez,Takeya Mizugaki,0,126,59,106,39,5,2,1,0,0,127,49,113,37,11,5,0,0,160,278,Decision,3,3,5:00,1,0
Takeya Mizugaki,Nam Phan,Takeya Mizugaki,0,405,155,402,152,8,3,0,0,0,291,104,287,100,0,0,0,0,123,0,Decision,3,3,5:00,1,0
Takeya Mizugaki,Francisco Rivera,Takeya Mizugaki,1,179,67,135,35,3,0,0,0,0,124,61,104,41,4,3,1,0,492,43,Decision,3,3,5:00,1,0
Takeya Mizugaki,Aljamain Sterling,Aljamain Sterling,0,49,19,42,13,1,0,0,0,0,84,60,54,32,15,3,1,0,31,457,Submission,3,3,2:11,0,1
Takeya Mizugaki,George Roop,Takeya Mizugaki,0,180,88,160,70,1,0,0,0,0,165,97,112,47,2,0,0,0,180,352,Decision,3,3,5:00,1,0
Talita Bernardo,Marion Reneau,Marion Reneau,0,112,38,88,22,7,3,1,0,0,192,118,127,57,0,0,5,1,385,208,KO/TKO,3,3,4:54,0,1
Talita Bernardo,Sarah Moras,Talita Bernardo,0,130,86,102,60,6,2,1,1,0,142,78,95,37,2,1,0,0,424,88,Decision,3,3,5:00,1,0
Tamdan McCrory,Pete Spratt,Tamdan McCrory,0,19,13,14,8,5,2,2,0,0,44,29,34,19,0,0,0,1,99,270,Submission,3,2,2:04,1,0
Tamdan McCrory,Josh Samman,Tamdan McCrory,0,97,80,53,39,4,2,1,1,0,70,53,19,10,4,2,0,1,438,380,Submission,3,3,4:10,1,0
Tanner Boser,Raphael Pessoa,Tanner Boser,0,60,43,60,43,0,0,0,0,0,37,13,36,12,1,0,0,0,6,0,KO/TKO,3,2,2:36,1,0
Tanner Boser,Ilir Latifi,Ilir Latifi,0,153,84,105,45,0,0,0,0,0,98,51,38,10,3,2,0,0,42,398,Decision,3,3,5:00,0,1
Tanner Boser,Daniel Spitz,Tanner Boser,0,151,93,151,93,0,0,0,0,0,108,32,108,32,0,0,0,0,0,0,Decision,3,3,5:00,1,0
Tanner Boser,Philipe Lins,Tanner Boser,1,22,15,22,15,0,0,0,0,0,17,6,17,6,0,0,0,0,1,0,KO/TKO,3,1,2:41,1,0
Tanner Boser,Aleksa Camur,Tanner Boser,0,253,145,215,120,0,0,0,0,0,175,105,136,68,1,0,0,0,327,61,Decision,3,3,5:00,1,0
Tanner Boser,Ovince Saint Preux,Tanner Boser,1,72,33,72,33,0,0,0,0,0,26,12,21,9,5,1,0,0,16,72,KO/TKO,3,2,2:31,1,0
Tanner Boser,Ciryl Gane,Ciryl Gane,0,104,32,104,32,0,0,0,0,0,160,65,160,65,1,0,0,0,0,0,Decision,3,3,5:00,0,1
Tanner Boser,Ion Cutelaba,Ion Cutelaba,0,16,5,16,5,0,0,0,0,0,40,30,40,30,1,1,0,0,0,17,KO/TKO,3,1,2:05,0,1
Tanner Boser,Rodrigo Nascimento,Rodrigo Nascimento,0,220,163,115,62,0,0,0,1,0,149,91,86,36,7,3,1,0,58,481,Decision,3,3,5:00,0,1
Tarec Saffiedine,Rick Story,Rick Story,0,86,47,71,32,1,0,0,0,0,150,97,111,58,6,0,0,0,37,415,Decision,3,3,5:00,0,1
Tateki Matsuda,Joby Sanchez,Joby Sanchez,0,177,62,167,55,1,0,0,0,1,222,67,211,58,2,2,1,0,4,147,Decision,3,3,5:00,0,1
Tatsuro Taira,CJ Vergara,Tatsuro Taira,0,46,31,36,22,8,3,2,0,0,40,29,30,19,0,0,0,1,379,36,Submission,3,2,4:19,1,0
Tatsuya Kawajiri,Dennis Siver,Tatsuya Kawajiri,0,68,47,39,22,14,4,0,0,0,137,90,60,22,0,0,1,0,509,0,Decision,3,3,5:00,1,0
Tatsuya Kawajiri,Jason Knight,Tatsuya Kawajiri,0,113,97,38,28,8,6,0,0,0,61,44,42,28,0,0,1,0,815,0,Decision,3,3,5:00,1,0
Tatsuya Kawajiri,Cub Swanson,Cub Swanson,0,132,51,101,23,12,3,0,1,0,133,91,109,67,1,1,1,0,327,122,Decision,3,3,5:00,0,1
Tatsuya Kawajiri,Sean Soriano,Tatsuya Kawajiri,0,66,62,36,32,12,3,1,0,0,30,23,26,19,0,0,0,0,248,7,Submission,3,2,0:50,1,0
Taylor Lapilus,Yuta Sasaki,Taylor Lapilus,1,99,68,60,31,1,0,0,0,0,43,18,41,16,6,1,0,0,140,52,KO/TKO,3,2,1:26,1,0
Taylor Lapilus,Caolan Loughran,Taylor Lapilus,0,166,87,163,84,0,0,0,0,0,166,70,132,48,11,2,0,0,18,386,Decision,3,3,5:00,1,0
Taylor Lapilus,Rocky Lee,Taylor Lapilus,0,149,86,143,80,3,2,1,1,0,84,49,72,37,10,1,0,0,121,225,Decision,3,3,5:00,1,0
Taylor Lapilus,Erik Perez,Erik Perez,1,82,23,78,20,1,0,1,0,0,172,109,92,31,2,1,0,0,431,0,Decision,3,3,5:00,0,1
Te Edwards,Don Madge,Don Madge,0,16,6,15,5,1,1,0,0,2,53,42,31,21,0,0,1,0,228,32,KO/TKO,3,2,0:14,0,1
Tecia Torres,Zhang Weili,Zhang Weili,0,65,33,62,30,1,0,0,0,0,204,118,142,63,8,2,0,1,68,280,Decision,3,3,5:00,0,1
Tecia Torres,Michelle Waterson-Gomez,Tecia Torres,0,238,154,173,95,2,1,0,0,0,148,66,138,56,3,2,0,1,237,270,Decision,3,3,5:00,1,0
Tereza Bleda,Gabriella Fernandes,Tereza Bleda,0,235,181,99,57,10,3,0,0,0,72,47,47,23,0,0,0,0,651,10,Decision,3,3,5:00,1,0
Tereza Bleda,Natalia Silva,Natalia Silva,0,55,25,47,18,7,1,2,0,1,89,62,72,45,3,0,0,1,296,133,KO/TKO,3,3,1:27,0,1
Terrance McKinney,Nazim Sadykhov,Nazim Sadykhov,0,34,21,14,6,5,2,0,0,0,27,20,15,8,0,0,1,1,256,55,Submission,3,2,1:07,0,1
Terrance McKinney,Fares Ziam,Terrance McKinney,0,16,13,4,3,0,0,1,0,0,1,1,1,1,0,0,0,0,123,4,Submission,3,1,2:11,1,0
Terrence Mitchell,Raul Rosas Jr.,Raul Rosas Jr.,0,19,6,19,6,0,0,0,0,1,31,19,30,18,0,0,0,0,0,17,KO/TKO,3,1,0:54,0,1
Terrence Mitchell,Cameron Saaiman,Cameron Saaiman,0,11,6,7,3,2,1,0,0,0,38,23,32,18,2,2,1,1,66,97,KO/TKO,3,1,3:10,0,1
Terry Etim,Matt Grice,Terry Etim,0,20,16,9,5,0,0,3,0,0,60,45,38,26,1,1,0,0,29,227,Submission,3,1,4:48,1,0
Terry Etim,Shannon Gugerty,Terry Etim,0,57,17,57,17,0,0,1,0,0,48,17,41,11,2,1,0,0,38,51,Submission,3,2,1:24,1,0
Terry Etim,Renee Forte,Renee Forte,0,63,14,62,13,0,0,0,0,1,154,78,119,47,3,2,0,0,2,645,Decision,3,3,5:00,0,1
Terry Etim,Gleison Tibau,Gleison Tibau,0,37,20,34,18,1,0,0,0,0,123,105,23,14,10,7,0,0,0,701,Decision,3,3,5:00,0,1
Terry Etim,Edward Faaloloto,Terry Etim,0,6,5,6,5,0,0,1,0,0,3,0,3,0,0,0,0,0,0,8,Submission,3,1,0:17,1,0
Terry Etim,Sam Stout,Terry Etim,0,192,69,192,69,2,0,0,0,0,289,56,288,55,1,1,0,0,3,5,Decision,3,3,5:00,1,0
Terry Martin,Jorge Rivera,Terry Martin,1,4,4,4,4,0,0,0,0,0,2,1,2,1,0,0,0,0,5,0,KO/TKO,3,1,0:14,1,0
Terry Martin,Ivan Salaverry,Terry Martin,0,20,7,20,7,3,1,0,0,0,9,5,9,5,0,0,0,0,45,0,KO/TKO,3,1,2:04,1,0
Teruto Ishihara,Petr Yan,Petr Yan,0,30,11,30,11,2,0,0,0,2,45,29,40,25,0,0,0,0,18,4,KO/TKO,3,1,3:28,0,1
Teruto Ishihara,Jose Quinonez,Jose Quinonez,1,111,35,109,33,4,1,0,0,0,103,54,98,49,7,2,0,0,25,201,Decision,3,3,5:00,0,1
Teruto Ishihara,Gray Maynard,Gray Maynard,0,19,14,13,8,0,0,0,0,0,46,37,24,16,11,11,2,0,6,779,Decision,3,3,5:00,0,1
Teruto Ishihara,Artem Lobov,Artem Lobov,1,131,55,119,48,4,0,0,0,0,165,86,160,82,1,1,0,0,69,49,Decision,3,3,5:00,0,1
Thales Leites,Anderson Silva,Anderson Silva,0,64,18,54,10,14,1,0,0,0,155,106,139,94,0,0,0,0,158,165,Decision,5,5,5:00,0,1
Thales Leites,Tom Watson,Thales Leites,0,141,98,91,51,9,5,3,0,0,70,36,67,33,0,0,0,0,603,74,Decision,3,3,5:00,1,0
Thales Leites,Pete Sell,Thales Leites,0,155,125,84,56,8,3,4,0,0,25,14,14,3,0,0,2,0,654,36,Decision,3,3,5:00,1,0
Thales Leites,Brad Tavares,Brad Tavares,0,137,50,132,46,7,0,0,0,1,146,80,136,70,0,0,0,0,177,84,Decision,3,3,5:00,0,1
Thales Leites,Nate Marquardt,Thales Leites,1,66,33,45,13,1,0,2,0,0,88,49,72,35,7,5,0,0,113,424,Decision,3,3,5:00,1,0
Thales Leites,Floyd Sword,Thales Leites,0,35,28,10,6,3,2,1,0,0,7,3,7,3,0,0,0,0,149,38,Submission,3,1,3:50,1,0
Thales Leites,Alessio Sakara,Alessio Sakara,0,120,35,102,22,12,4,0,0,0,84,25,83,24,0,0,0,1,161,33,Decision,3,3,5:00,0,1
Thales Leites,Gegard Mousasi,Gegard Mousasi,0,72,19,70,17,10,0,0,0,0,187,95,171,81,0,0,0,0,91,222,Decision,3,3,5:00,0,1
Thales Leites,Hector Lombard,Thales Leites,0,123,60,117,54,3,2,0,0,0,98,62,80,46,0,0,0,0,20,93,Decision,3,3,5:00,1,0
Thales Leites,Trevor Smith,Thales Leites,1,12,9,8,5,0,0,0,0,0,10,3,10,3,0,0,0,0,4,0,KO/TKO,3,1,0:45,1,0
Thales Leites,Drew McFedries,Thales Leites,0,4,4,0,0,2,1,1,0,0,2,1,2,1,0,0,0,0,63,0,Submission,3,1,1:18,1,0
Themba Gorimbo,Takashi Sato,Themba Gorimbo,1,158,110,56,33,8,3,0,2,0,76,56,47,30,6,2,0,1,675,141,Decision,3,3,5:00,1,0
Thiago Alves,Martin Kampmann,Martin Kampmann,0,151,90,118,62,3,2,0,0,0,133,57,118,47,7,1,1,1,151,149,Submission,3,3,4:12,0,1
Thiago Alves,Ansar Chalangov,Thiago Alves,0,12,9,11,8,1,1,0,0,0,2,2,2,2,2,0,2,1,61,44,KO/TKO,3,1,2:25,1,0
Thiago Alves,Jordan Mein,Thiago Alves,1,69,24,68,23,0,0,0,0,0,96,37,96,37,0,0,0,0,5,0,KO/TKO,3,2,0:39,1,0
Thiago Alves,Max Griffin,Thiago Alves,0,143,91,135,83,1,0,0,0,1,159,117,154,112,4,2,0,1,73,218,Decision,3,3,5:00,1,0
Thiago Alves,Curtis Millender,Curtis Millender,0,110,37,106,33,1,1,0,0,2,106,47,106,47,0,0,0,0,14,15,KO/TKO,3,2,4:17,0,1
Thiago Alves,Patrick Cote,Thiago Alves,2,182,103,157,79,1,1,0,0,0,140,51,131,44,1,0,0,0,162,33,Decision,3,3,5:00,1,0
Thiago Alves,Jon Fitch,Jon Fitch,0,2,2,1,1,1,1,3,0,1,129,104,72,51,4,3,2,0,27,526,KO/TKO,3,2,4:37,0,1
Thiago Alves,Karo Parisyan,Thiago Alves,1,48,17,48,17,0,0,0,0,0,56,21,45,10,4,1,0,0,2,115,KO/TKO,3,2,0:24,1,0
Thiago Alves,Seth Baczynski,Thiago Alves,0,240,120,236,116,1,0,0,0,0,336,91,335,90,8,0,0,0,4,47,Decision,3,3,5:00,1,0
Thiago Alves,Georges St-Pierre,Georges St-Pierre,0,206,72,162,30,0,0,0,0,1,225,148,128,59,12,10,1,0,80,794,Decision,5,5,5:00,0,1
Thiago Alves,Jon Fitch,Jon Fitch,0,103,39,81,22,0,0,0,2,0,114,70,66,29,11,9,0,0,121,487,Decision,3,3,5:00,0,1
Thiago Alves,Jim Miller,Jim Miller,0,127,50,112,36,0,0,0,0,0,105,45,85,28,5,4,1,0,33,384,Decision,3,3,5:00,0,1
Thiago Alves,Kuniyoshi Hironaka,Thiago Alves,0,101,50,97,48,0,0,0,0,0,44,20,39,15,6,2,0,0,54,95,KO/TKO,3,2,4:04,1,0
Thiago Alves,Derrick Noble,Thiago Alves,1,36,19,27,11,0,0,0,0,0,53,26,45,18,0,0,0,0,12,39,KO/TKO,3,1,2:54,1,0
Thiago Alves,Rick Story,Rick Story,0,125,54,111,41,3,1,0,0,0,187,79,169,62,14,4,0,0,60,459,Decision,3,3,5:00,0,1
Thiago Alves,John Howard,Thiago Alves,1,227,105,185,73,2,2,0,0,0,141,54,124,37,2,0,0,0,177,53,Decision,3,3,5:00,1,0
Thiago Alves,Spencer Fisher,Spencer Fisher,0,135,84,53,19,3,3,0,0,0,46,22,36,13,2,1,3,0,388,75,Submission,3,2,4:43,0,1
Thiago Alves,Aleksei Kunchenko,Aleksei Kunchenko,0,175,56,175,56,0,0,0,0,0,166,56,153,44,2,1,0,0,48,0,Decision,3,3,5:00,0,1
Thiago Alves,Matt Hughes,Thiago Alves,1,31,24,16,10,1,1,0,0,0,22,18,13,9,7,1,0,0,87,183,KO/TKO,3,2,1:02,1,0
Thiago Alves,Carlos Condit,Carlos Condit,0,70,35,69,34,0,0,1,0,1,200,107,162,75,3,2,0,0,5,153,"TKO - Doctor's Stoppage",5,2,5:00,0,1
Thiago Alves,Tim Means,Tim Means,0,26,13,26,13,0,0,0,0,1,42,24,41,23,3,0,1,0,0,42,Submission,3,1,2:38,0,1
Thiago Alves,Chris Lytle,Thiago Alves,1,99,48,90,39,0,0,0,0,0,176,88,128,42,1,1,0,0,32,149,"TKO - Doctor's Stoppage",3,2,5:00,1,0
Thiago Alves,Laureano Staropoli,Laureano Staropoli,0,148,59,147,58,3,1,0,0,0,205,57,202,54,1,1,0,0,27,32,Decision,3,3,5:00,0,1
Thiago Alves,Tony DeSouza,Thiago Alves,2,65,41,49,26,0,0,1,0,0,11,2,10,1,8,0,0,0,104,26,KO/TKO,3,2,1:10,1,0
Thiago Alves,Josh Koscheck,Thiago Alves,2,188,87,181,80,2,0,0,0,0,135,46,128,39,5,0,0,0,17,158,Decision,3,3,5:00,1,0
Thiago Moises,Benoit Saint Denis,Benoit Saint Denis,0,67,27,62,24,3,1,1,0,0,210,123,182,101,9,5,0,0,14,320,KO/TKO,3,2,4:44,0,1
Thiago Perpetuo,Kenny Robertson,Kenny Robertson,0,2,1,1,0,1,1,0,0,0,22,17,14,9,1,1,1,0,30,63,Submission,3,1,1:45,0,1
Thiago Santos,Glover Teixeira,Glover Teixeira,1,109,81,64,40,0,0,0,0,0,180,148,63,46,7,4,2,0,78,543,Submission,5,3,1:49,0,1
Thiago Santos,Eric Spicely,Eric Spicely,0,11,4,9,2,0,0,0,0,0,10,7,8,5,2,1,1,0,65,82,Submission,3,1,2:58,0,1
Thiago Santos,Johnny Walker,Thiago Santos,0,105,44,105,44,1,0,0,0,0,130,48,130,48,0,0,0,0,0,0,Decision,5,5,5:00,1,0
Thiago Santos,Anthony Smith,Thiago Santos,2,106,80,82,58,1,0,0,1,0,26,13,22,10,3,1,0,0,199,50,KO/TKO,3,2,1:03,1,0
