l_FullName,r_FullName,w_FullName,l_knockdowns,l_total_strikes_att,l_total_strikes_succ,l_sig_strikes_att,l_sig_strikes_succ,l_takedown_att,l_takedown_succ,l_submission_att,l_reversals,r_knockdowns,r_total_strikes_att,r_total_strikes_succ,r_sig_strikes_att,r_sig_strikes_succ,r_takedown_att,r_takedown_succ,r_submission_att,r_reversals,l_ctrl_time_sec,r_ctrl_time_sec,result,num_rounds,finish_round,finish_time,l_win,r_win,l_win_difference,r_win_difference
Makwan Amirkhani,Jason Knight,Makwan Amirkhani,0,68,32,62,27,5,3,0,0,2,124,64,88,29,1,0,1,1,14,414,Decision,3,3,5:00,1,0,-2.11111116409302,2.11111116409302
Makwan Amirkhani,Mike Wilkinson,Makwan Amirkhani,0,77,54,50,32,7,4,0,3,0,94,70,23,13,0,0,2,1,607,155,Decision,3,3,5:00,1,0,-0.361111164093018,0.361111164093018
Malcolm Gordon,Muhammad Mokaev,Muhammad Mokaev,0,62,38,38,17,1,1,1,1,0,130,119,30,21,7,6,1,0,169,618,Submission,3,3,4:26,0,1,-8,8
Malcolm Gordon,Jake Hadley,Jake Hadley,0,15,3,15,3,0,0,0,0,1,24,13,21,10,0,0,0,0,0,4,KO/TKO,3,1,1:01,0,1,-3,3
Mallory Martin,Cheyanne Vlismas,Cheyanne Vlismas,0,236,106,210,80,5,0,0,0,0,283,146,271,134,0,0,0,0,166,0,Decision,3,3,5:00,0,1,-0.933333277702332,0.933333277702332
Mallory Martin,Polyana Viana,Polyana Viana,0,19,14,7,5,1,1,0,0,0,89,71,16,4,0,0,5,0,145,18,Submission,3,1,3:18,0,1,-0.766666769981384,0.766666769981384
Mana Martinez,Cameron Saaiman,Cameron Saaiman,0,160,63,148,60,0,0,0,0,1,272,146,240,117,1,1,0,0,0,247,Decision,3,3,5:00,0,1,-6.5,6.5
Mandy Bohm,Ariane Lipski,Ariane Lipski,0,123,47,108,36,4,0,0,0,2,233,116,194,87,1,0,0,0,29,266,Decision,3,3,5:00,0,1,2,-2
Mandy Bohm,Victoria Leonardo,Victoria Leonardo,0,124,83,93,52,1,0,1,0,0,166,85,110,39,6,2,0,0,55,426,Decision,3,3,5:00,0,1,2.5,-2.5
Mandy Bohm,Ji Yeon Kim,Mandy Bohm,0,51,25,31,17,6,2,1,1,0,62,32,36,10,1,0,1,1,245,344,Decision,3,3,1:55,1,0,2.71428573131561,-2.71428573131561
Manel Kape,Matheus Nicolau,Matheus Nicolau,0,165,73,150,61,0,0,0,0,0,132,76,102,55,9,2,1,0,38,151,Decision,3,3,5:00,0,1,-1.58333325386047,1.58333325386047
Manel Kape,Ode Osbourne,Manel Kape,1,29,19,29,19,0,0,0,0,0,38,18,38,18,0,0,0,0,2,0,KO/TKO,3,1,4:44,1,0,1.16666674613953,-1.16666674613953
Manel Kape,Alexandre Pantoja,Alexandre Pantoja,0,94,51,91,49,7,2,0,0,0,152,77,149,74,1,0,0,0,25,24,Decision,3,3,5:00,0,1,-2.03333306312561,2.03333306312561
Manel Kape,Zhalgas Zhumagulov,Manel Kape,2,73,54,72,53,0,0,0,0,0,79,31,79,31,0,0,0,0,3,0,KO/TKO,3,1,4:02,1,0,1.61111116409302,-1.61111116409302
Manny Bermudez,Albert Morales,Manny Bermudez,0,43,27,28,12,5,1,3,2,0,66,30,54,19,1,1,0,1,116,220,Submission,3,2,2:33,1,0,5.25,-5.25
Manny Bermudez,Benito Lopez,Manny Bermudez,0,19,14,10,7,1,1,1,0,0,16,11,12,7,0,0,0,0,92,59,Submission,3,1,3:09,1,0,2,-2
Manny Bermudez,Charles Rosa,Charles Rosa,0,49,37,38,27,1,1,0,0,0,11,8,8,6,0,0,1,0,137,0,Submission,3,1,2:46,0,1,5.25,-5.25
Manny Bermudez,Davey Grant,Manny Bermudez,1,5,3,5,3,0,0,2,0,0,6,4,6,4,0,0,0,0,21,17,Submission,3,1,0:59,1,0,4.85714292526245,-4.85714292526245
Manny Bermudez,Casey Kenney,Casey Kenney,0,83,59,59,37,4,3,0,1,0,85,56,69,43,2,2,1,1,370,317,Decision,3,3,5:00,0,1,3,-3
Manon Fiorot,Victoria Leonardo,Manon Fiorot,0,105,58,100,53,1,1,0,0,0,82,18,81,17,1,0,0,0,85,2,KO/TKO,3,2,4:08,1,0,9.5,-9.5
Manon Fiorot,Tabatha Ricci,Manon Fiorot,1,173,85,172,84,1,1,0,0,0,91,17,90,17,1,0,0,0,40,0,KO/TKO,3,2,3:00,1,0,2,-2
Manon Fiorot,Jennifer Maia,Manon Fiorot,0,157,101,138,83,4,2,0,0,0,141,56,121,37,4,1,0,0,157,76,Decision,3,3,5:00,1,0,8.66666674613953,-8.66666674613953
Manon Fiorot,Rose Namajunas,Manon Fiorot,0,232,62,225,58,1,0,0,0,0,152,60,150,60,6,0,0,0,24,25,Decision,3,3,5:00,1,0,9,-9
Manvel Gamburyan,Scott Jorgensen,Manvel Gamburyan,1,128,65,95,42,13,5,2,0,0,94,56,74,36,2,1,0,1,288,91,Decision,3,3,5:00,1,0,0.25,-0.25
Manvel Gamburyan,Diego Nunes,Diego Nunes,0,63,25,56,19,17,2,0,0,0,91,42,91,42,0,0,0,0,211,55,Decision,3,3,5:00,0,1,-1.21428561210632,1.21428561210632
Manvel Gamburyan,Michihiro Omigawa,Manvel Gamburyan,0,125,58,116,52,12,6,0,0,1,127,71,94,41,2,0,0,0,282,63,Decision,3,3,5:00,1,0,0.285714268684387,-0.285714268684387
Manvel Gamburyan,Nik Lentz,Nik Lentz,0,86,60,52,28,2,1,1,1,0,141,90,99,52,16,4,0,0,82,558,Decision,3,3,5:00,0,1,-1,1
Manvel Gamburyan,Cole Miller,Manvel Gamburyan,0,126,84,62,23,7,5,0,0,0,175,94,112,32,0,0,0,0,471,6,Decision,3,3,5:00,1,0,-0.409090876579285,0.409090876579285
Manvel Gamburyan,Cody Gibson,Manvel Gamburyan,0,63,20,52,11,6,2,1,0,1,131,61,118,49,2,1,0,0,92,162,Submission,3,2,4:56,1,0,-0.722222328186035,0.722222328186035
Manvel Gamburyan,Nate Mohr,Manvel Gamburyan,0,12,8,6,3,3,1,1,0,0,8,7,3,2,0,0,0,0,59,12,Submission,3,1,1:31,1,0,0.214285731315613,-0.214285731315613
Manvel Gamburyan,Tyson Griffin,Tyson Griffin,0,84,42,71,32,12,2,0,0,0,163,100,125,67,3,0,0,0,158,228,Decision,3,3,5:00,0,1,-0.5,0.5
Manvel Gamburyan,Thiago Tavares,Thiago Tavares,0,129,66,86,26,5,1,1,0,0,115,70,64,27,7,3,0,0,138,308,Decision,3,3,5:00,0,1,-1.5,1.5
Mara Romero Borella,Taila Santos,Mara Romero Borella,0,140,84,83,29,5,2,0,0,0,123,57,100,36,1,1,2,0,356,165,Decision,3,3,5:00,1,0,-5.00000011920929,5.00000011920929
Marc Diakiese,Rafael Fiziev,Rafael Fiziev,0,153,73,148,68,4,0,0,0,0,128,82,124,78,2,1,0,0,22,169,Decision,3,3,5:00,0,1,-1.71428561210632,1.71428561210632
Marc Diakiese,Lukasz Sajewski,Marc Diakiese,0,129,61,116,48,1,1,0,0,0,59,25,54,21,6,2,0,0,7,215,KO/TKO,3,2,4:40,1,0,-2.04761910438538,2.04761910438538
Marc Diakiese,Michael Johnson,Michael Johnson,0,127,55,127,55,6,0,0,0,0,181,83,181,83,3,0,0,0,0,30,Decision,3,3,5:00,0,1,1.12781965732574,-1.12781965732574
Marc Diakiese,Nasrat Haqparast,Nasrat Haqparast,0,220,50,220,50,4,0,0,0,1,208,102,198,93,2,0,0,0,0,34,Decision,3,3,5:00,0,1,-0.714285612106323,0.714285612106323
Marc Diakiese,Frankie Perez,Marc Diakiese,0,66,38,34,9,13,6,0,0,0,59,27,51,20,3,1,0,0,429,204,Decision,3,3,5:00,1,0,-0.214285612106323,0.214285612106323
Marc Diakiese,Damir Hadzovic,Marc Diakiese,0,111,78,32,13,11,8,0,0,0,25,20,10,5,1,0,0,0,815,0,Decision,3,3,5:00,1,0,0.285714387893677,-0.285714387893677
Marc Diakiese,Drakkar Klose,Drakkar Klose,0,107,63,77,34,6,2,0,1,0,136,84,79,39,7,3,0,0,190,320,Decision,3,3,5:00,0,1,-4.21428561210632,4.21428561210632
Marc Diakiese,Joe Duffy,Marc Diakiese,1,125,80,106,63,4,3,0,0,0,71,24,60,15,3,1,0,0,267,35,Decision,3,3,5:00,1,0,-0.914285659790039,0.914285659790039
Marc Diakiese,Dan Hooker,Dan Hooker,0,87,41,69,24,5,0,0,1,0,48,24,40,17,3,2,1,0,23,192,Submission,3,3,0:42,0,1,0.36904776096344,-0.36904776096344
Marc Diakiese,Lando Vannata,Marc Diakiese,0,111,45,99,40,7,4,0,0,0,108,51,70,25,1,0,0,0,308,6,Decision,3,3,5:00,1,0,0.571428656578064,-0.571428656578064
